KE,KT,HC_prop,scale,KC,scenario,HC_label,N,dN
8,15,0.35,0.01,42.85714285714286,"KE = 8, KT = 15",HC = 35%,5.153163469796737,0.004110285437592793
8,15,0.35,0.01,42.85714285714286,"KE = 8, KT = 15",HC = 35%,5.256226739192671,0.003909303154399704
8,15,0.35,0.01,42.85714285714286,"KE = 8, KT = 15",HC = 35%,5.359290008588606,0.00371245897198309
8,15,0.35,0.01,42.85714285714286,"KE = 8, KT = 15",HC = 35%,5.4623532779845405,0.0035197273463649956
8,15,0.35,0.01,42.85714285714286,"KE = 8, KT = 15",HC = 35%,5.565416547380475,0.003331082733567469
8,15,0.35,0.01,42.85714285714286,"KE = 8, KT = 15",HC = 35%,5.66847981677641,0.0031464995896125563
8,15,0.35,0.01,42.85714285714286,"KE = 8, KT = 15",HC = 35%,5.771543086172345,0.002965952370522306
8,15,0.35,0.01,42.85714285714286,"KE = 8, KT = 15",HC = 35%,5.87460635556828,0.002789415532318767
8,15,0.35,0.01,42.85714285714286,"KE = 8, KT = 15",HC = 35%,5.977669624964214,0.0026168635310239857
8,15,0.35,0.01,42.85714285714286,"KE = 8, KT = 15",HC = 35%,6.080732894360149,0.0024482708226600098
8,15,0.35,0.01,42.85714285714286,"KE = 8, KT = 15",HC = 35%,6.183796163756083,0.0022836118632488865
8,15,0.35,0.01,42.85714285714286,"KE = 8, KT = 15",HC = 35%,6.286859433152018,0.0021228611088126635
8,15,0.35,0.01,42.85714285714286,"KE = 8, KT = 15",HC = 35%,6.3899227025479535,0.0019659930153733875
8,15,0.35,0.01,42.85714285714286,"KE = 8, KT = 15",HC = 35%,6.492985971943888,0.0018129820389531073
8,15,0.35,0.01,42.85714285714286,"KE = 8, KT = 15",HC = 35%,6.596049241339823,0.00166380263557387
8,15,0.35,0.01,42.85714285714286,"KE = 8, KT = 15",HC = 35%,6.699112510735757,0.0015184292612577233
8,15,0.35,0.01,42.85714285714286,"KE = 8, KT = 15",HC = 35%,6.802175780131692,0.001376836372026714
