n_days,min_date,max_date,min_temp_c,mean_temp_c,max_temp_c,mean_r_t,prop_peak_growth,prop_zero_growth
2369,2020-01-01,2026-06-26,26.283000946044922,29.41704395536265,32.444000244140625,0.1802237230899113,0.5656395103419164,0.04178978471929084
