site_code,N0,HC_prop,KE,KT,KC_raw,KC,scale,KC_constrained,sim_id,basin_start
AL,0,0.58,9.285967332310975,40.66400187090039,70.11034805327654,70.11034805327654,0.012920612722549981,FALSE,3057,Endemic
SI,5,0.7510008006405124,7.401992309838533,38.65242964820936,51.46789406248773,51.46789406248773,0.004669623216866522,FALSE,3058,Endemic
AL,0,0.27884615384615385,8.790387441869825,34.40481897443533,123.38279908073359,123.38279908073359,0.019508704550506743,FALSE,3059,Endemic
RR,30,0.46880000000000005,8.03860647417605,26.779617215506732,57.12375685901606,57.12375685901606,0.006670980514161156,FALSE,3060,Outbreak basin
GR,15,0.2915601023017903,5.832656899001449,28.653809723909944,98.27754036884902,98.27754036884902,0.012145674323239427,FALSE,3061,Endemic
TW,15,0.3655999999999999,7.555257549509406,35.18612025305629,96.24212323046032,96.24212323046032,0.010391681054523622,FALSE,3062,Endemic
RR,30,0.46880000000000005,9.252277938649058,24.764350878540426,52.824980542961654,52.824980542961654,0.005561637767574862,FALSE,3063,Outbreak basin
GR,55,0.45280000000000004,3.3233793354593217,25.421397085301578,56.14266140746815,60.50000000000001,0.00102458745020876,TRUE,3064,Outbreak basin
GR,30,0.272,8.35952804936096,39.43502254318446,144.98170052641345,144.98170052641345,0.0013697579206504494,FALSE,3065,Endemic
TB,5,0.35504885993485336,3.100334570510313,26.944097159430385,75.88842043986358,75.88842043986358,0.0031535643154591213,FALSE,3066,Endemic
AL,10,0.22248995983935743,9.831745739327744,19.248365121893585,86.51341002439536,86.51341002439536,0.003482323008570862,FALSE,3067,Endemic
TW,55,0.2648,8.981213851133361,37.69328298512846,142.34623483809844,142.34623483809844,0.0025025770394950073,FALSE,3068,Outbreak basin
GR,10,0.39519999999999994,4.596099209273234,36.51088849408552,92.38585145264557,92.38585145264557,0.0012403767072231022,FALSE,3069,Endemic
TW,45,0.4238782051282051,5.542113213101402,32.488678253721446,76.64625795963018,76.64625795963018,0.018798877443028026,FALSE,3070,Outbreak basin
GR,15,0.20394736842105263,5.263237747363746,32.979401315096766,161.70545160950672,161.70545160950672,0.010410040642415335,FALSE,3071,Endemic
TB,5,0.6664,7.071107826894149,44.08095874590799,66.1478972777731,66.1478972777731,0.001180222083865878,FALSE,3072,Endemic
AL,10,0.27884615384615385,3.5175391733646393,21.772003567311913,78.07890934484271,78.07890934484271,0.00451373792374775,FALSE,3073,Endemic
TB,5,0.552,6.430386065505445,34.76128599839285,62.97334419998704,62.97334419998704,0.018277224961695315,FALSE,3074,Endemic
RR,15,0.484,5.730799881275743,25.37818980636075,52.43427645942304,52.43427645942304,0.009154487471152113,FALSE,3075,Endemic
TW,50,0.4238782051282051,4.650115282740444,40.461007913108915,95.4543249065405,95.4543249065405,0.009795880034868424,FALSE,3076,Outbreak basin
RR,25,0.484,6.390918891411275,15.48683057539165,31.997583833453824,31.997583833453824,0.006772839190981716,FALSE,3077,Outbreak basin
TW,45,0.5124099279423538,4.49084409349598,17.997865683864802,35.1239597486674,49.50000000000001,0.005435364773398365,TRUE,3078,Outbreak basin
GR,25,0.39519999999999994,4.403775738785043,32.10572352167219,81.23917895159968,81.23917895159968,0.0012817545949589662,FALSE,3079,Endemic
TB,5,0.552,8.426449924707413,42.68424334935844,77.32652780680876,77.32652780680876,0.007942412316882422,FALSE,3080,Endemic
GR,20,0.272,7.84415809228085,42.4978750012815,156.24218750471138,156.24218750471138,0.006941552954876127,FALSE,3081,Endemic
GR,15,0.39519999999999994,6.950094644213095,40.75535139301792,103.12588915237329,103.12588915237329,0.0026220000314620506,FALSE,3082,Endemic
TB,5,0.48314606741573035,7.1312138880603015,37.0484146149829,76.68160234263902,76.68160234263902,0.0023716644008056243,FALSE,3083,Endemic
TB,0,0.46036829463570855,8.939004098530859,21.756262150593102,47.25838508885354,47.25838508885354,0.00511733686347718,FALSE,3084,Endemic
TW,30,0.3655999999999999,6.971481024520472,44.28886919980869,121.14023304105223,121.14023304105223,0.018190114448488594,FALSE,3085,Endemic
RR,55,0.39556592765460913,6.369919803924859,26.009121285751462,65.7516723949528,65.7516723949528,0.003210782032755653,FALSE,3086,Outbreak basin
TB,0,0.46036829463570855,6.903096874710172,15.49595751799643,33.65991467822181,33.65991467822181,0.004905336216359825,FALSE,3087,Endemic
TW,40,0.4238782051282051,7.214085258543491,31.978490841574967,75.4426400194434,75.4426400194434,0.016369222086061456,FALSE,3088,Outbreak basin
TB,0,0.48314606741573035,6.297090809326619,27.741778276395053,57.41902945579441,57.41902945579441,0.007030902191456114,FALSE,3089,Endemic
AL,5,0.308,9.566669300198555,20.88529326254502,67.80939370956175,67.80939370956175,0.009002218417301758,FALSE,3090,Endemic
AL,10,0.5659259259259259,3.936434296425432,18.194432992022485,32.14984887333816,32.14984887333816,0.01826795686492377,FALSE,3091,Endemic
AL,10,0.2696,5.456107567530125,35.70737429894507,132.44575036700692,132.44575036700692,0.006634879321121726,FALSE,3092,Endemic
GR,55,0.26380873866446825,5.354375419672579,38.59290404012427,146.29122687709605,146.29122687709605,0.011531036013572145,FALSE,3093,Outbreak basin
RR,40,0.46880000000000005,8.748033106792718,25.00610621413216,53.34067025198839,53.34067025198839,0.010778049092002834,FALSE,3094,Outbreak basin
RR,40,0.484,8.454415114829317,27.830699756741524,57.50144577839158,57.50144577839158,0.004328193352407535,FALSE,3095,Outbreak basin
RR,25,0.484,3.63038826151751,41.89530068077147,86.56053859663527,86.56053859663527,0.0014037486966085337,FALSE,3096,Endemic
GR,30,0.20394736842105263,4.192493468988687,18.0889334063977,88.69412508943388,88.69412508943388,0.002956921492370195,FALSE,3097,Outbreak basin
SI,15,0.7219983883964545,6.4054056263994426,29.075451206881553,40.270797932745545,40.270797932745545,0.016664576895219465,FALSE,3098,Endemic
AL,10,0.22248995983935743,8.55238804826513,25.128713787999004,112.94313597855148,112.94313597855148,0.018062047396534144,FALSE,3099,Endemic
RR,25,0.5012244897959184,7.310369114158675,26.5657073026523,53.00161473249034,53.00161473249034,0.001083097430660165,FALSE,3100,Endemic
TB,5,0.5508406725380304,4.221997818443924,39.922683911863714,72.47591890395027,72.47591890395027,0.002187959054322679,FALSE,3101,Endemic
TB,5,0.6664,6.729178293142468,19.227236278820783,28.85239537638173,28.85239537638173,0.0016854235138929047,FALSE,3102,Endemic
GR,45,0.45280000000000004,9.05665636411868,43.38830777211115,95.82223447904404,95.82223447904404,0.0018100026139774691,FALSE,3103,Outbreak basin
SI,5,0.5785656728444802,4.543937885900959,19.694505783263594,34.04022517692217,34.04022517692217,0.014210844854830606,FALSE,3104,Endemic
TB,5,0.46036829463570855,7.220565128838643,28.561775973066688,62.04114467888747,62.04114467888747,0.0019102390047758709,FALSE,3105,Endemic
SI,0,0.7219983883964545,6.663384260842577,27.815298156347126,38.52542970092275,38.52542970092275,0.0024627676341477237,FALSE,3106,Endemic
AL,0,0.308,4.6992935908492655,43.911089196335524,142.5684714166738,142.5684714166738,0.005090814958518988,FALSE,3107,Endemic
GR,55,0.5808,9.521433614427224,17.30752650881186,29.799460242444667,60.50000000000001,0.001778975970940193,TRUE,3108,Outbreak basin
GR,20,0.39519999999999994,3.9952690517529845,36.0657965275459,91.25960659804126,91.25960659804126,0.0014371657545943614,FALSE,3109,Endemic
RR,25,0.5244195356285029,9.111942516174167,44.768160574603826,85.3670726071453,85.3670726071453,0.01766741289404198,FALSE,3110,Endemic
GR,25,0.39519999999999994,7.748893900774419,44.67702361056581,113.04914881216047,113.04914881216047,0.002292462662167063,FALSE,3111,Endemic
AL,0,0.308,7.7825258483644575,28.688442197162658,93.14429284793071,93.14429284793071,0.001025675135345261,FALSE,3112,Endemic
RR,25,0.46880000000000005,3.040563972434029,24.2782365786843,51.788047309480156,51.788047309480156,0.0030481764576604643,FALSE,3113,Outbreak basin
GR,10,0.26380873866446825,7.775437213014811,31.39797170413658,119.01793649099272,119.01793649099272,0.00527193575423469,FALSE,3114,Endemic
AL,0,0.58,3.8544524868484586,15.463322158902884,26.66090027397049,26.66090027397049,0.009768861358651546,FALSE,3115,Endemic
SI,5,0.4432,9.144779392983764,30.0256361765787,67.74737404462704,67.74737404462704,0.01174397165908698,FALSE,3116,Endemic
TB,5,0.46036829463570855,6.701777053065598,24.188322646077722,52.54124345208883,52.54124345208883,0.005026843444159588,FALSE,3117,Endemic
SI,5,0.4496,3.1768673886545002,24.844985080417246,55.260198132600635,55.260198132600635,0.013655208537639681,FALSE,3118,Endemic
SI,5,0.696,7.936748864827678,42.952659430447966,61.7135911357011,61.7135911357011,0.006448023956754051,FALSE,3119,Endemic
AL,15,0.58,8.33115852996707,27.961956469807774,48.21026977553065,48.21026977553065,0.012442122808650577,FALSE,3120,Endemic
TB,0,0.6664,5.894101683283225,24.6539645944722,36.995745189784216,36.995745189784216,0.0034942374655450967,FALSE,3121,Endemic
GR,30,0.272,7.450391196645796,20.476859933696687,75.28257328564958,75.28257328564958,0.006235711162361989,FALSE,3122,Outbreak basin
RR,40,0.484,3.954501261236146,22.364878251682967,46.20842613984084,46.20842613984084,0.002511293325094044,FALSE,3123,Outbreak basin
TB,5,0.35504885993485336,7.072829541750252,33.66039721760899,94.8049719798712,94.8049719798712,0.0026948311802885566,FALSE,3124,Endemic
AL,15,0.5659259259259259,3.1196097983047366,27.139245690777898,47.95547340647927,47.95547340647927,0.006057149039583233,FALSE,3125,Endemic
AL,0,0.27884615384615385,4.79096064157784,41.78393656387925,149.8458414704635,149.8458414704635,0.0020644013281549325,FALSE,3126,Endemic
AL,0,0.58,8.54952939110808,20.20708093419671,34.83979471413226,34.83979471413226,0.018410148437999586,FALSE,3127,Endemic
AL,0,0.22248995983935743,4.890832108445466,19.56335038645193,87.92913801852943,87.92913801852943,0.009282359104568805,FALSE,3128,Endemic
RR,40,0.484,7.06132701667957,19.10554845817387,39.47427367391296,44,0.006283187895033399,TRUE,3129,Outbreak basin
AL,0,0.22248995983935743,8.102181487949565,42.15983002446592,189.4909327814443,189.4909327814443,0.009662190539334519,FALSE,3130,Endemic
SI,0,0.7219983883964545,8.51043985481374,44.31361949304119,61.37634128444655,61.37634128444655,0.002617419978099288,FALSE,3131,Endemic
TW,15,0.3191659983961508,6.016970916651189,21.764907091856003,68.19306317473476,68.19306317473476,0.002795839676324447,FALSE,3132,Endemic
AL,15,0.2576,5.7100364421494305,24.72084604902193,95.96601727104786,95.96601727104786,0.0031434149742200074,FALSE,3133,Endemic
GR,30,0.2915601023017903,7.39286148105748,42.146513282787055,144.55514643482226,144.55514643482226,0.0018240483987062796,FALSE,3134,Endemic
TW,5,0.5124099279423538,7.027582743903622,29.734590821899474,58.0289124008632,58.0289124008632,0.005451981158665695,FALSE,3135,Endemic
SI,0,0.4496,4.129332452546805,39.778501654509455,88.47531506785911,88.47531506785911,0.013553014279835735,FALSE,3136,Endemic
AL,10,0.308,3.4665211436804384,36.48905239300802,118.47094932794813,118.47094932794813,0.0033787398660909186,FALSE,3137,Endemic
RR,30,0.484,3.67609830154106,17.88624875480309,36.95505941075019,36.95505941075019,0.005340964099709761,FALSE,3138,Outbreak basin
TW,40,0.5124099279423538,6.149486513575539,21.99732600012794,42.929156522124686,44,0.009530061058485396,TRUE,3139,Outbreak basin
SI,5,0.7219983883964545,3.3062189240008593,43.63653917564079,60.43855481804712,60.43855481804712,0.001344659912730278,FALSE,3140,Endemic
RR,25,0.484,6.264138645958155,44.69124751165509,92.33728824722127,92.33728824722127,0.007949135820077585,FALSE,3141,Endemic
AL,0,0.5659259259259259,9.01074414071627,24.709890657104552,43.66276490456956,43.66276490456956,0.011803119320811904,FALSE,3142,Endemic
TB,5,0.48314606741573035,9.420749357435852,42.68505203537643,88.34813095694192,88.34813095694192,0.017461477772711273,FALSE,3143,Endemic
TW,0,0.4238782051282051,3.478437493322417,36.03039102628827,85.00175425483509,85.00175425483509,0.005732927447532718,FALSE,3144,Endemic
SI,0,0.8128,3.967183330329135,32.682601707056165,40.20989383250021,40.20989383250021,0.01779161289679602,FALSE,3145,Endemic
AL,15,0.2696,7.1206949152983725,21.511090365238488,79.78891085029113,79.78891085029113,0.005938223664074539,FALSE,3146,Endemic
TW,10,0.2648,3.092483035288751,25.732916181441396,97.17868648580588,97.17868648580588,0.004439417785040577,FALSE,3147,Endemic
TB,0,0.46036829463570855,9.899508481612429,37.872228019405156,82.26506573258617,82.26506573258617,0.00947183393963591,FALSE,3148,Endemic
TW,15,0.5124099279423538,4.731417063623667,43.99104211013764,85.85126811806549,85.85126811806549,0.0026442529689465165,FALSE,3149,Endemic
TW,40,0.3191659983961508,9.630274819210172,18.592586091253906,58.253655416566886,58.253655416566886,0.012109073888859796,FALSE,3150,Outbreak basin
TB,0,0.5164658634538153,4.318129591178149,43.229736308567226,83.70298865344665,83.70298865344665,0.003179971397499872,FALSE,3151,Endemic
SI,10,0.7510008006405124,6.0730233488138765,40.346173122525215,53.723209200462676,53.723209200462676,0.002018610449344366,FALSE,3152,Endemic
GR,10,0.6021052631578947,5.749873536871746,29.996272260323167,49.81898364913813,49.81898364913813,0.005399476248552013,FALSE,3153,Endemic
TW,40,0.4238782051282051,3.6917684513609856,19.19883310329169,45.293277340090796,45.293277340090796,0.005545136867738013,FALSE,3154,Outbreak basin
TB,5,0.35504885993485336,9.931710571749136,25.7499255775474,72.52501974593628,72.52501974593628,0.003148669205258457,FALSE,3155,Endemic
AL,15,0.22248995983935743,7.0460503057111055,24.384048208594322,109.59617335631744,109.59617335631744,0.004639209337257437,FALSE,3156,Endemic
GR,15,0.5808,3.4852024246938527,37.591597612481564,64.72382509036082,64.72382509036082,0.0065799223129768235,FALSE,3157,Endemic
TB,5,0.35504885993485336,5.218117889249697,32.08535949932411,90.36885657149087,90.36885657149087,0.0024143434377973615,FALSE,3158,Endemic
TB,5,0.46036829463570855,7.479799188207835,16.391409665811807,35.60499247408513,35.60499247408513,0.002783166737506736,FALSE,3159,Endemic
TB,5,0.35504885993485336,9.152008828008547,43.62898622872308,122.88164011209163,122.88164011209163,0.010568893042928046,FALSE,3160,Endemic
RR,20,0.5584,9.752399616874754,37.4525101413019,67.07111414989595,67.07111414989595,0.004114947045236147,FALSE,3161,Endemic
SI,0,0.7219983883964545,5.029606352793053,20.63842322677374,28.585137527261395,28.585137527261395,0.0010524197110543794,FALSE,3162,Endemic
RR,40,0.5584,7.411937102209777,19.406973025761545,34.75460785415749,44,0.005153829706821694,TRUE,3163,Outbreak basin
GR,30,0.272,9.09789507323876,44.367605277802795,163.11619587427498,163.11619587427498,0.0024583846889883482,FALSE,3164,Endemic
RR,25,0.5244195356285029,5.270878862123936,37.74747396586463,71.97953432574796,71.97953432574796,0.01069125051366026,FALSE,3165,Endemic
SI,0,0.5785656728444802,4.724613416008651,16.033159035723656,27.711908584029327,27.711908584029327,0.006137463238260204,FALSE,3166,Endemic
TB,5,0.5508406725380304,5.597989441128448,38.67274125572294,70.20676428546214,70.20676428546214,0.0028127370072709734,FALSE,3167,Endemic
GR,55,0.2915601023017903,9.563802231568843,29.305116010364145,100.51140666712614,100.51140666712614,0.008551661387762541,FALSE,3168,Outbreak basin
SI,5,0.4432,5.270335553679615,29.42517864983529,66.39255110522403,66.39255110522403,0.0019953798186497515,FALSE,3169,Endemic
AL,15,0.5659259259259259,3.225588854867965,33.1723982677795,58.616148771599896,58.616148771599896,0.00555211261046721,FALSE,3170,Endemic
AL,5,0.27884615384615385,6.379072677576914,28.086501758079976,100.72400630483853,100.72400630483853,0.004217126423745848,FALSE,3171,Endemic
RR,30,0.39556592765460913,6.071330848382786,35.651517659425735,90.12787797677832,90.12787797677832,0.005483400436315607,FALSE,3172,Endemic
SI,5,0.7510008006405124,9.852816279511899,35.484191353898495,47.249205758016224,47.249205758016224,0.002386135467408117,FALSE,3173,Endemic
GR,70,0.2915601023017903,9.963843047618866,41.622063720133156,142.75637644361458,142.75637644361458,0.008721568979364292,FALSE,3174,Outbreak basin
TB,5,0.5164658634538153,4.412944362964481,38.76559020252898,75.0593465041191,75.0593465041191,0.01270242103811625,FALSE,3175,Endemic
TB,5,0.5164658634538153,4.7484914942178875,44.65909330872819,86.47056169419376,86.47056169419376,0.0031294391249645907,FALSE,3176,Endemic
TW,15,0.4238782051282051,7.803339241305366,30.78321425244212,72.62278144999578,72.62278144999578,0.0020553018781102844,FALSE,3177,Endemic
AL,15,0.3111467522052927,8.210954064503312,15.79849221976474,50.775051025893376,50.775051025893376,0.005994015175039765,FALSE,3178,Endemic
SI,5,0.696,6.420342230936512,24.93680001469329,35.828735653294956,35.828735653294956,0.019526846201802,FALSE,3179,Endemic
SI,5,0.4432,8.262671921867877,36.17003865307197,81.61109804393496,81.61109804393496,0.0020351779436710953,FALSE,3180,Endemic
GR,55,0.5808,9.619556580437347,15.223700227215886,26.21160507440752,60.50000000000001,0.003766916945413967,TRUE,3181,Outbreak basin
TB,5,0.46036829463570855,3.061325600836426,41.72861246857792,90.64180343174579,90.64180343174579,0.0026962015832446102,FALSE,3182,Endemic
TW,5,0.3655999999999999,4.467364278389141,37.44409252423793,102.41819618227007,102.41819618227007,0.0012558406290468643,FALSE,3183,Endemic
TB,5,0.5164658634538153,4.384423709241673,29.119654214009643,56.38253420908554,56.38253420908554,0.007493981932411596,FALSE,3184,Endemic
RR,25,0.5584,4.158212405396625,40.1620303443633,71.92340677715491,71.92340677715491,0.0027661000789360513,FALSE,3185,Endemic
TB,5,0.6664,6.587255164049566,27.411434361711144,41.13360498456054,41.13360498456054,0.012622472735136373,FALSE,3186,Endemic
TB,5,0.5508406725380304,7.933954146923497,42.5976594700478,77.33208819489784,77.33208819489784,0.0030120531847736055,FALSE,3187,Endemic
TW,15,0.4238782051282051,7.626463110325858,22.505267313681543,53.09371192339238,53.09371192339238,0.018359503014233333,FALSE,3188,Endemic
SI,5,0.696,9.183628872269765,28.60886657377705,41.10469335312795,41.10469335312795,0.0018377035901527186,FALSE,3189,Endemic
RR,35,0.5012244897959184,8.428712552180514,16.080692089162767,32.08281402153809,38.5,0.019745741803980088,TRUE,3190,Outbreak basin
GR,20,0.20394736842105263,4.995470269350335,38.64208341110498,189.4708605963857,189.4708605963857,0.014471273233010062,FALSE,3191,Endemic
AL,5,0.3111467522052927,3.661959364078939,39.49191383086145,126.92375398733049,126.92375398733049,0.010894981049805559,FALSE,3192,Endemic
TW,45,0.5124099279423538,4.369590969523415,44.527886405121535,86.898953312495,86.898953312495,0.011079203755524673,FALSE,3193,Outbreak basin
TB,5,0.46036829463570855,7.794723772909492,41.35136283701286,89.82235162335489,89.82235162335489,0.0020235413737320113,FALSE,3194,Endemic
AL,0,0.27884615384615385,6.220577945001423,20.071807648055255,71.9816550137154,71.9816550137154,0.0014915646432823197,FALSE,3195,Endemic
AL,10,0.27884615384615385,3.502122964942828,23.525234896223992,84.36635962783777,84.36635962783777,0.006938611138561534,FALSE,3196,Endemic
GR,25,0.6021052631578947,4.640984392026439,33.393543341662735,55.46130450101329,55.46130450101329,0.001559787215108345,FALSE,3197,Endemic
AL,10,0.5659259259259259,8.662843861384317,29.48191187577322,52.095001351169955,52.095001351169955,0.011455820378469556,FALSE,3198,Endemic
TB,5,0.35504885993485336,5.867701058043167,40.34634869545698,113.63604632573666,113.63604632573666,0.005890390735108879,FALSE,3199,Endemic
TW,15,0.2648,3.415974774165079,25.27940929401666,95.46604718284237,95.46604718284237,0.016166081111705075,FALSE,3200,Endemic
SI,5,0.4432,8.517471531406045,29.070194859523326,65.5915948996465,65.5915948996465,0.004859814851550646,FALSE,3201,Endemic
TW,50,0.5124099279423538,6.6188062622677535,36.73153138021007,71.68387920919122,71.68387920919122,0.0013700207573822051,FALSE,3202,Outbreak basin
SI,0,0.7219983883964545,8.111243499442935,39.88450920442119,55.24182580656998,55.24182580656998,0.007921344793605888,FALSE,3203,Endemic
RR,15,0.5012244897959184,4.440976613434032,24.240701906383038,48.36296390117137,48.36296390117137,0.012101285092076511,FALSE,3204,Endemic
AL,10,0.5659259259259259,8.270714798942208,31.75931320292875,56.119205266955255,56.119205266955255,0.017215449409535632,FALSE,3205,Endemic
RR,40,0.46880000000000005,4.116010138532147,27.941369607578963,59.60189762708823,59.60189762708823,0.0013737716484795476,FALSE,3206,Outbreak basin
AL,15,0.2576,8.265258985105902,21.079341794829816,81.82974299235177,81.82974299235177,0.013088824528025194,FALSE,3207,Endemic
TW,15,0.3191659983961508,3.0765249591786414,25.01839092699811,78.38676755268,78.38676755268,0.001984327780912056,FALSE,3208,Endemic
SI,10,0.7510008006405124,4.622118997387588,44.12592727225274,58.7561654190231,58.7561654190231,0.014808296761076123,FALSE,3209,Endemic
RR,40,0.5584,6.492429431760684,24.05920610530302,43.0859708189524,44,0.00710320647329483,TRUE,3210,Outbreak basin
GR,20,0.39519999999999994,6.439742564922199,25.36912277340889,64.19312442664194,64.19312442664194,0.003321650157800156,FALSE,3211,Endemic
AL,10,0.308,6.010808609193191,18.89163105050102,61.33646444967863,61.33646444967863,0.012566921700608608,FALSE,3212,Endemic
RR,30,0.46880000000000005,5.708626999752596,36.369654815644026,77.5803217057253,77.5803217057253,0.005709441643753311,FALSE,3213,Endemic
RR,35,0.39556592765460913,5.821082194335759,27.39799066912383,69.26276697179681,69.26276697179681,0.0015335976468105411,FALSE,3214,Outbreak basin
GR,50,0.2915601023017903,7.338327434612438,23.107943104114383,79.25619082200635,79.25619082200635,0.009004688092006172,FALSE,3215,Outbreak basin
RR,25,0.5244195356285029,9.096276621799916,31.69882155256346,60.44553911320879,60.44553911320879,0.017327088933231042,FALSE,3216,Endemic
TW,75,0.2648,8.964329875772819,16.4147146535106,61.98910367639955,82.5,0.011751404511064156,TRUE,3217,Outbreak basin
SI,15,0.696,6.3763676499947906,20.3847819683142,29.2884798395319,29.2884798395319,0.012167448191536248,FALSE,3218,Endemic
RR,10,0.484,3.2874083921778947,25.4935145820491,52.67255078935765,52.67255078935765,0.0022864389757758148,FALSE,3219,Endemic
AL,0,0.27884615384615385,8.751297084148973,41.27448717830703,148.01885057048037,148.01885057048037,0.004987693935249613,FALSE,3220,Endemic
TW,15,0.3655999999999999,4.683320906711742,44.71306622726843,122.30050937436663,122.30050937436663,0.004704734347581187,FALSE,3221,Endemic
AL,10,0.2576,4.981668900698423,20.979665766935796,81.44280189027872,81.44280189027872,0.011934702321753587,FALSE,3222,Endemic
TW,30,0.2648,7.372362524969503,29.719654249493033,112.23434384249636,112.23434384249636,0.0016872939077095053,FALSE,3223,Outbreak basin
GR,55,0.20394736842105263,3.168085739482194,33.34091914119199,163.4780551439091,163.4780551439091,0.003920906510570287,FALSE,3224,Outbreak basin
TW,25,0.3191659983961508,5.927320798859,37.04631140688434,116.07223699594164,116.07223699594164,0.01182900800583321,FALSE,3225,Endemic
RR,40,0.5012244897959184,3.7091150723863393,21.489702046383172,42.874405548565775,44,0.008101482065938161,TRUE,3226,Outbreak basin
RR,30,0.46880000000000005,5.590514306677505,37.43805137230083,79.8593245996178,79.8593245996178,0.00443613758598032,FALSE,3227,Endemic
SI,15,0.8128,8.050415062112734,37.98610425554216,46.734872361641436,46.734872361641436,0.005446475926557831,FALSE,3228,Endemic
RR,30,0.484,5.906833020038903,38.99890278931707,80.57624543247329,80.57624543247329,0.003013876472579146,FALSE,3229,Endemic
GR,55,0.2915601023017903,4.998527028830722,35.977906545158476,123.39790753646459,123.39790753646459,0.0034484152646505934,FALSE,3230,Outbreak basin
TW,5,0.5124099279423538,7.981912711635232,16.49931892985478,32.19945209904472,32.19945209904472,0.006728636233417862,FALSE,3231,Endemic
RR,20,0.46880000000000005,9.706566341686994,24.100485036615282,51.408884463769795,51.408884463769795,0.011330894333081857,FALSE,3232,Endemic
SI,20,0.5785656728444802,5.639985831454396,38.75933170085773,66.99210395649644,66.99210395649644,0.0032146360857253416,FALSE,3233,Endemic
SI,5,0.7219983883964545,8.386099037481472,21.094235507771373,29.216457885205664,29.216457885205664,0.00995195806095366,FALSE,3234,Endemic
TB,0,0.6664,6.218235168140382,19.9114461382851,29.87912085576996,29.87912085576996,0.005145478032497992,FALSE,3235,Endemic
TB,5,0.5508406725380304,3.7150071908254176,31.319739574100822,56.85807373263362,56.85807373263362,0.0018623650321566026,FALSE,3236,Endemic
AL,0,0.22248995983935743,8.992113354615867,27.246005153283477,122.4594816456243,122.4594816456243,0.0014928088158644415,FALSE,3237,Endemic
SI,0,0.7510008006405124,7.822370727080852,40.561784324236214,54.010307698263354,54.010307698263354,0.009389247727156836,FALSE,3238,Endemic
SI,0,0.7219983883964545,7.6502094571478665,37.53293560585007,51.98479139158475,51.98479139158475,0.008908547948888474,FALSE,3239,Endemic
TB,5,0.35504885993485336,4.379302807617933,23.57483040075749,66.39883424800506,66.39883424800506,0.0019016741564203679,FALSE,3240,Endemic
AL,0,0.27884615384615385,6.38821917376481,40.61506764264777,145.6540356839782,145.6540356839782,0.0014044194459220491,FALSE,3241,Endemic
RR,30,0.5012244897959184,9.654762611025944,31.420066345017403,62.686614450564036,62.686614450564036,0.008251581869201932,FALSE,3242,Endemic
RR,35,0.5244195356285029,4.962471545441076,29.742321213707328,56.71474686400069,56.71474686400069,0.005469319949011984,FALSE,3243,Outbreak basin
AL,0,0.5659259259259259,8.343024521600455,38.31055260496214,67.69534818939646,67.69534818939646,0.002502674290830884,FALSE,3244,Endemic
GR,35,0.39519999999999994,5.295069876126945,21.985600960906595,55.63158137881224,55.63158137881224,0.017145392704092214,FALSE,3245,Outbreak basin
AL,5,0.5659259259259259,8.996665682410821,29.19501969125122,51.588058354959614,51.588058354959614,0.01165232702279574,FALSE,3246,Endemic
AL,5,0.27884615384615385,6.293975834501907,37.630649604834616,134.9512951345793,134.9512951345793,0.015437620864843725,FALSE,3247,Endemic
TB,5,0.35504885993485336,3.971583151491359,16.689161583781242,47.00525326808112,47.00525326808112,0.006583711614617441,FALSE,3248,Endemic
AL,0,0.3111467522052927,5.67237971490249,29.059055449906737,93.39340759287036,93.39340759287036,0.002232940544770196,FALSE,3249,Endemic
GR,35,0.6021052631578947,8.586859609466046,35.98671636544168,59.76814780973706,59.76814780973706,0.0011767873310120467,FALSE,3250,Endemic
TW,25,0.2648,5.634661049814895,19.864770406857133,75.0180151316357,75.0180151316357,0.004654261938220677,FALSE,3251,Outbreak basin
TW,30,0.5124099279423538,7.469185738358647,40.35052145831287,78.74656453348871,78.74656453348871,0.0071689007429274615,FALSE,3252,Endemic
GR,55,0.26380873866446825,9.804088755277917,34.692819288466126,131.5074681153419,131.5074681153419,0.0020402575287690257,FALSE,3253,Outbreak basin
TB,5,0.5508406725380304,6.028451999882236,32.77711593545973,59.503804946786644,59.503804946786644,0.0031107309510200708,FALSE,3254,Endemic
TW,55,0.3191659983961508,8.18453941307962,41.730167989153415,130.7475363881264,130.7475363881264,0.0012846441413776556,FALSE,3255,Outbreak basin
AL,0,0.5659259259259259,6.6535802274011075,17.27101662894711,30.518157655862037,30.518157655862037,0.008485197064845192,FALSE,3256,Endemic
GR,55,0.39519999999999994,6.29477698286064,33.207189969252795,84.02629040802834,84.02629040802834,0.00115436259998114,FALSE,3257,Outbreak basin
TW,15,0.2648,5.518866476137191,33.91486075473949,128.07726871125186,128.07726871125186,0.0021753772595388167,FALSE,3258,Endemic
RR,30,0.5244195356285029,3.0268884662073106,37.8174260398373,72.11292385306379,72.11292385306379,0.008417484041495164,FALSE,3259,Endemic
RR,20,0.5012244897959184,8.257051314227283,19.93690132861957,39.7763910872296,39.7763910872296,0.001933025928781249,FALSE,3260,Outbreak basin
GR,45,0.20394736842105263,6.274788082111627,40.440816027112305,198.29045277809905,198.29045277809905,0.011050284162641255,FALSE,3261,Outbreak basin
SI,0,0.8128,4.016929772216827,28.87574275955558,35.526258316382354,35.526258316382354,0.0012685872752868583,FALSE,3262,Endemic
