site_code,N0,HC_prop,KE,KT,KC_raw,KC,scale,KC_constrained,sim_id,basin_start
RR,35,0.39556592765460913,7.284931631060317,39.868263916578144,100.78791202509578,100.78791202509578,0.0029114277778308313,FALSE,16,Endemic
TB,5,0.46036829463570855,4.634664678713307,36.73492799978703,79.79465229866784,79.79465229866784,0.01498496118413483,FALSE,17,Endemic
TB,5,0.5508406725380304,7.058746293419972,39.642117717303336,71.96657707690679,71.96657707690679,0.001405889934156328,FALSE,18,Endemic
TB,5,0.5164658634538153,6.248486859258264,38.38104484369978,74.3147757860128,74.3147757860128,0.009002059477572823,FALSE,19,Endemic
RR,30,0.46880000000000005,7.750150075415149,38.274751282297075,81.64409403220365,81.64409403220365,0.0017555906594302225,FALSE,20,Endemic
TW,5,0.3655999999999999,3.8132226928137243,20.58306470280513,56.29941111270551,56.29941111270551,0.008900220053146337,FALSE,21,Endemic
GR,15,0.272,8.56077884347178,38.07097277138382,139.96681165949934,139.96681165949934,0.015646562403325265,FALSE,22,Endemic
TB,0,0.48314606741573035,8.195865163579583,37.420833504293114,77.45242283446714,77.45242283446714,0.01563942138754295,FALSE,23,Endemic
RR,15,0.5244195356285029,3.9021051321178675,18.872678505722433,35.98774878419438,35.98774878419438,0.0012416622142758106,FALSE,24,Endemic
RR,25,0.5584,8.119208340998739,41.553530611563474,74.41534851641023,74.41534851641023,0.0047073554658805085,FALSE,25,Endemic
GR,10,0.45280000000000004,6.0962724718265235,44.032010016962886,97.2438383766848,97.2438383766848,0.004270349609334465,FALSE,26,Endemic
RR,40,0.46880000000000005,6.159175951499492,40.1626510033384,85.67118388084128,85.67118388084128,0.005592685638589372,FALSE,27,Endemic
TB,5,0.5508406725380304,6.429933994077146,20.148963395040482,36.578568721519716,36.578568721519716,0.005087443648801439,FALSE,28,Endemic
TW,0,0.2648,4.298175068106502,16.450403302442282,62.12387954094518,62.12387954094518,0.0020875141825515225,FALSE,29,Endemic
TW,15,0.3191659983961508,3.1228382734116167,44.896580376662314,140.66843148165302,140.66843148165302,0.011131144691233339,FALSE,30,Endemic
