sim_id,site_code,date,temp_c,r_t,N,N0,HC_prop,KE,KT,KC_raw,KC,scale,KC_constrained,basin_start,final_ratio_KC,final_ratio_KT,ended_above_KT,ended_near_KC,ended_near_KE,outcome
1300,TW,2026-06-26,30.371103922526043,0.15,68.07820375049795,40,0.3191659983961508,6.261786597082391,23.182421308010817,72.63437027911931,72.63437027911931,0.0044821919587629344,FALSE,Outbreak basin,0.9372725816839476,2.936630425527343,TRUE,FALSE,FALSE,Above threshold
1301,TB,2026-06-26,30.371103922526043,0.15,3.3064376649372145,0,0.35504885993485336,3.997192715294659,41.565995584242046,117.0711985721313,117.0711985721313,0.00406453458112231,FALSE,Endemic,0.02824296415569721,0.07954669720916556,FALSE,FALSE,TRUE,Endemic
1302,RR,2026-06-26,30.371103922526043,0.15,17.268687033859297,20,0.39556592765460913,7.808109062956646,29.87261097645387,75.5186655068465,75.5186655068465,0.0019306109392924265,FALSE,Endemic,0.22866779911906313,0.5780775924632362,FALSE,FALSE,FALSE,Intermediate
1303,AL,2026-06-26,30.371103922526043,0.15,4.801907834686169,5,0.2576,4.443960855947807,28.04592409869656,108.87392895456739,108.87392895456739,0.001204943600859313,FALSE,Endemic,0.044105213073462095,0.1712158892603342,FALSE,FALSE,FALSE,Intermediate
1304,TW,2026-06-26,30.371103922526043,0.15,43.98765722130618,40,0.5124099279423538,5.806681500514969,15.816224052105099,30.86634975168636,44,0.008429764309950278,TRUE,Outbreak basin,0.9997194823024131,2.7811731217509865,TRUE,TRUE,FALSE,Carrying capacity
1305,SI,2026-06-26,30.371103922526043,0.15,3.8981615700544627,5,0.7219983883964545,3.8805818180553615,32.21639680210501,44.62114780291553,44.62114780291553,0.011328202535152538,FALSE,Endemic,0.08736130202817773,0.12099930336715241,FALSE,FALSE,FALSE,Intermediate
1306,SI,2026-06-26,30.371103922526043,0.15,13.874129046557039,15,0.7219983883964545,7.335567182395607,17.893050878774375,24.78267426401674,24.78267426401674,0.004280965565294273,FALSE,Endemic,0.5598317961472629,0.7753920301548586,FALSE,FALSE,FALSE,Intermediate
1307,RR,2026-06-26,30.371103922526043,0.15,44.72501177075024,40,0.5012244897959184,9.595210166880861,35.36129057407379,70.54980611276937,70.54980611276937,0.004096153415756377,FALSE,Outbreak basin,0.6339494640036311,1.2648014550561044,TRUE,FALSE,FALSE,Above threshold
1308,TW,2026-06-26,30.371103922526043,0.15,52.82119645459745,50,0.5124099279423538,3.329253565054387,41.89140467438847,81.75369443486125,81.75369443486125,0.0015114472492140526,FALSE,Outbreak basin,0.64610164494381,1.260907741460654,TRUE,FALSE,FALSE,Above threshold
1309,SI,2026-06-26,30.371103922526043,0.15,2.0253126391722738,0,0.8128,4.861008282750845,26.77520784549415,32.941938786287096,32.941938786287096,0.0012559037417143486,FALSE,Endemic,0.061481282334704616,0.0756413414550992,FALSE,FALSE,TRUE,Endemic
1310,RR,2026-06-26,30.371103922526043,0.15,8.823767542152275,10,0.46880000000000005,6.401433766819537,20.88407368864864,44.547938755649824,44.547938755649824,0.001964069269377911,FALSE,Endemic,0.19807353131536742,0.4225117988809031,FALSE,FALSE,FALSE,Intermediate
1311,RR,2026-06-26,30.371103922526043,0.15,11.59563610732262,35,0.484,4.101652540266514,42.08035288145766,86.94287785425136,86.94287785425136,0.00952634678806101,FALSE,Endemic,0.1333707417272433,0.2755593837339738,FALSE,FALSE,FALSE,Intermediate
1312,TB,2026-06-26,30.371103922526043,0.15,8.678084119910109,0,0.5164658634538153,8.761346629587933,41.99923938838765,81.3204557364582,81.3204557364582,0.013194303742132244,FALSE,Endemic,0.10671465182184763,0.2066247924077765,FALSE,FALSE,TRUE,Endemic
1313,SI,2026-06-26,30.371103922526043,0.15,1.6168733325623024,0,0.4496,4.136828055838123,29.55469099804759,65.73552268249018,65.73552268249018,0.0011170281631694891,FALSE,Endemic,0.0245966452624402,0.0547078408862104,FALSE,FALSE,TRUE,Endemic
1314,TW,2026-06-26,30.371103922526043,0.15,14.830858850141167,15,0.2648,9.676076117437333,16.19077540235594,61.143411640317,61.143411640317,0.0011707316083012982,FALSE,Endemic,0.24255857585090876,0.9160067063856071,FALSE,FALSE,FALSE,Intermediate
1315,TB,2026-06-26,30.371103922526043,0.15,5.097935633007455,5,0.552,5.099098303820938,20.100940300617367,36.41474692140827,36.41474692140827,0.014892195638627521,FALSE,Endemic,0.13999645923696843,0.25361677398001525,FALSE,FALSE,TRUE,Endemic
1316,TB,2026-06-26,30.371103922526043,0.15,5.767375656912752,5,0.5508406725380304,6.3393654122482985,36.561421130318195,66.37385899966196,66.37385899966196,0.0023479857815177155,FALSE,Endemic,0.08689227572171335,0.15774484357037788,FALSE,FALSE,TRUE,Endemic
1317,TB,2026-06-26,30.371103922526043,0.15,7.5281978273314145,5,0.35504885993485336,9.956072408240288,30.832706491928548,86.84074213781712,86.84074213781712,0.002100630675564858,FALSE,Endemic,0.0866896993508426,0.24416273119916224,FALSE,FALSE,TRUE,Endemic
1318,GR,2026-06-26,30.371103922526043,0.15,17.26840585369283,20,0.272,9.302234675502405,35.97744254395366,132.27000935277078,132.27000935277078,0.0015324543577287647,FALSE,Endemic,0.13055420452596417,0.47997869311016234,FALSE,FALSE,FALSE,Intermediate
1319,RR,2026-06-26,30.371103922526043,0.15,23.492707306587796,25,0.484,6.331112029962242,29.20125021133572,60.33316159366884,60.33316159366884,0.0018011073674861489,FALSE,Endemic,0.38938299744353266,0.8045103252965551,FALSE,FALSE,FALSE,Intermediate
1320,TB,2026-06-26,30.371103922526043,0.15,2.586748113512436,0,0.552,6.115478039719164,33.13412430463359,60.025587508394175,60.025587508394175,0.0012697949839587117,FALSE,Endemic,0.04309409071840732,0.07806900492465094,FALSE,FALSE,TRUE,Endemic
1321,AL,2026-06-26,30.371103922526043,0.15,4.277808600322732,0,0.27884615384615385,4.41511483094655,26.77904216805473,96.03518570612731,96.03518570612731,0.008804858457565573,FALSE,Endemic,0.04454418001973829,0.15974464558802698,FALSE,FALSE,TRUE,Endemic
1322,SI,2026-06-26,30.371103922526043,0.15,6.174991286027558,5,0.696,6.416905936552212,18.065874385647476,25.956716071332583,25.956716071332583,0.007193465278849325,FALSE,Endemic,0.23789570564542306,0.34180417477790676,FALSE,FALSE,TRUE,Endemic
1323,TW,2026-06-26,30.371103922526043,0.15,7.023577812899228,15,0.3191659983961508,3.292798426700756,41.62091262638569,130.40522121885164,130.40522121885164,0.0035797087384789347,FALSE,Endemic,0.05385963650268235,0.16875117266041428,FALSE,FALSE,FALSE,Intermediate
1324,AL,2026-06-26,30.371103922526043,0.15,6.516158669587924,0,0.308,6.533223307458684,19.036640105769038,61.8072730706787,61.8072730706787,0.01994216560390552,FALSE,Endemic,0.10542705325530989,0.34229562745230485,FALSE,FALSE,TRUE,Endemic
1325,TW,2026-06-26,30.371103922526043,0.15,62.570540587615405,50,0.3191659983961508,7.9787953034974635,19.970391935203224,62.57054960602618,62.57054960602618,0.017109604764784337,FALSE,Outbreak basin,0.9999998558681228,3.1331653775566557,TRUE,TRUE,FALSE,Carrying capacity
1326,SI,2026-06-26,30.371103922526043,0.15,6.356288399818833,5,0.8128,7.010348167736083,41.18994033196941,50.676599817875754,50.676599817875754,0.003183758547837415,FALSE,Endemic,0.12542847039190472,0.1543165236120875,FALSE,FALSE,TRUE,Endemic
1327,TW,2026-06-26,30.371103922526043,0.15,14.657401833412758,15,0.3191659983961508,6.7830790001899,16.693909373134375,52.30478640276021,52.30478640276021,0.001150197906696033,FALSE,Endemic,0.280230602999638,0.878008949599368,FALSE,FALSE,FALSE,Intermediate
1328,TW,2026-06-26,30.371103922526043,0.15,52.91024548966717,50,0.4238782051282051,9.748099660966545,16.72230019234121,39.45071954639287,55.00000000000001,0.0011832106005143128,TRUE,Outbreak basin,0.9620044634484939,3.1640530836720653,TRUE,TRUE,FALSE,Carrying capacity
1329,AL,2026-06-26,30.371103922526043,0.15,3.2336237212314196,0,0.5659259259259259,8.159558333456516,26.89691136125475,47.5272648399135,47.5272648399135,0.0012118951623220633,FALSE,Endemic,0.06803723572402626,0.12022286417203591,FALSE,FALSE,TRUE,Endemic
1330,AL,2026-06-26,30.371103922526043,0.15,12.929852943880249,15,0.2696,7.710258743725717,34.85180262476206,129.27226492864264,129.27226492864264,0.0013448179681431129,FALSE,Endemic,0.10002031720429308,0.3709952418556865,FALSE,FALSE,FALSE,Intermediate
1331,RR,2026-06-26,30.371103922526043,0.15,54.40285609969379,50,0.46880000000000005,4.456197539111599,17.64033310348168,37.62869689309232,55.00000000000001,0.002606192972678011,TRUE,Outbreak basin,0.9891428381762506,3.0840039006381503,TRUE,TRUE,FALSE,Carrying capacity
1332,AL,2026-06-26,30.371103922526043,0.15,5.175268804686234,0,0.2201761409127302,6.677325959783047,39.11607725545764,177.65811088024216,177.65811088024216,0.003575954214511848,FALSE,Endemic,0.029130495528992984,0.1323054142389536,FALSE,FALSE,TRUE,Endemic
1333,TB,2026-06-26,30.371103922526043,0.15,6.485391369886041,0,0.48314606741573035,7.797875371295959,36.522249528206885,75.59256297698634,75.59256297698634,0.004611314105063974,FALSE,Endemic,0.0857940399753409,0.17757371064663582,FALSE,FALSE,TRUE,Endemic
1334,TB,2026-06-26,30.371103922526043,0.15,6.898804143379978,5,0.552,9.25439817411825,42.70565066719428,77.36530917969976,77.36530917969976,0.0016115220683649459,FALSE,Endemic,0.08917180344171864,0.1615431221770265,FALSE,FALSE,TRUE,Endemic
1335,AL,2026-06-26,30.371103922526043,0.15,12.561680462225718,15,0.3111467522052927,8.289444770663977,24.0151112456806,77.18258691588585,77.18258691588585,0.0027690291298390194,FALSE,Endemic,0.16275277836846191,0.5230740067666805,FALSE,FALSE,FALSE,Intermediate
1336,RR,2026-06-26,30.371103922526043,0.15,41.313263944377,30,0.46880000000000005,3.9930753132794052,19.38433529343456,41.348838083264845,41.348838083264845,0.01475603207860754,FALSE,Outbreak basin,0.9991396580765775,2.1312706016991836,TRUE,TRUE,FALSE,Carrying capacity
1337,TB,2026-06-26,30.371103922526043,0.15,5.738589684424268,0,0.46036829463570855,6.0338366527576,32.17080383794382,69.88058085842059,69.88058085842059,0.00796779423493406,FALSE,Endemic,0.08211994825931344,0.17837880934936085,FALSE,FALSE,TRUE,Endemic
1338,TW,2026-06-26,30.371103922526043,0.15,5.918444182031135,5,0.3655999999999999,6.714479305781424,19.821512843482196,54.21639180383534,54.21639180383534,0.002553753293703403,FALSE,Endemic,0.10916337264650755,0.2985869054882592,FALSE,FALSE,TRUE,Endemic
1339,SI,2026-06-26,30.371103922526043,0.15,5.809687533892866,0,0.5785656728444802,8.80984238279052,41.97464142926037,72.54948469876341,72.54948469876341,0.002662722610570038,FALSE,Endemic,0.08007896345529648,0.13840946190532444,FALSE,FALSE,TRUE,Endemic
1340,RR,2026-06-26,30.371103922526043,0.15,34.93106652384534,30,0.484,8.13028436806053,23.77397902775556,49.11979137966025,49.11979137966025,0.0036307435916939764,FALSE,Outbreak basin,0.7111403681227717,1.4692982812453963,TRUE,FALSE,FALSE,Above threshold
1341,RR,2026-06-26,30.371103922526043,0.15,51.71772937610511,30,0.39556592765460913,6.705701848492026,20.460629551671445,51.72495435334049,51.72495435334049,0.016836662737445756,FALSE,Outbreak basin,0.9998603193115256,2.527670482743296,TRUE,TRUE,FALSE,Carrying capacity
1342,GR,2026-06-26,30.371103922526043,0.15,73.61971412935361,55,0.20394736842105263,7.036841474007815,15.01454696059227,73.61971412935564,73.61971412935564,0.018585023540326095,FALSE,Outbreak basin,0.9999999999999724,4.903225806451477,TRUE,TRUE,FALSE,Carrying capacity
1343,GR,2026-06-26,30.371103922526043,0.15,7.790854730120925,15,0.26380873866446825,6.306945347459987,40.428891303017735,153.2507660955016,153.2507660955016,0.005535639418813247,FALSE,Endemic,0.05083729712167234,0.19270512940183923,FALSE,FALSE,FALSE,Intermediate
1344,SI,2026-06-26,30.371103922526043,0.15,3.3440711508581398,0,0.696,8.615339850308374,20.29777946183458,29.163476238268075,29.163476238268075,0.0012471632619390554,FALSE,Endemic,0.11466641094281062,0.16475059043507273,FALSE,FALSE,TRUE,Endemic
1345,RR,2026-06-26,30.371103922526043,0.15,3.323139921272394,15,0.5244195356285029,3.1505197274964303,32.86058412166312,62.66086956940036,62.66086956940036,0.012587851168730395,FALSE,Endemic,0.05303373451579432,0.10112844948126276,FALSE,FALSE,FALSE,Intermediate
1346,TB,2026-06-26,30.371103922526043,0.15,3.9927034711520966,0,0.5508406725380304,6.959987486246973,36.49228241527453,66.24834409400856,66.24834409400856,0.002034712107647796,FALSE,Endemic,0.06026872861133435,0.10941227040051832,FALSE,FALSE,TRUE,Endemic
1347,RR,2026-06-26,30.371103922526043,0.15,28.05742333870527,30,0.5244195356285029,8.383929954841733,39.111373093910515,74.58031296838814,74.58031296838814,0.0012927599888995197,FALSE,Endemic,0.3762041512295313,0.7173724960086788,FALSE,FALSE,FALSE,Intermediate
1348,RR,2026-06-26,30.371103922526043,0.15,12.63584594908103,20,0.484,6.214602776104584,42.61733295628801,88.05234081877688,88.05234081877688,0.0032312775238535394,FALSE,Endemic,0.1435038050275942,0.29649546493304585,FALSE,FALSE,FALSE,Intermediate
1349,AL,2026-06-26,30.371103922526043,0.15,4.312975846805897,0,0.3111467522052927,4.606058720499277,23.221482450608164,74.63192942244429,74.63192942244429,0.007153837004234049,FALSE,Endemic,0.05778995505251996,0.18573214935693916,FALSE,FALSE,TRUE,Endemic
1350,RR,2026-06-26,30.371103922526043,0.15,49.68431643502267,40,0.5584,4.543445000657812,27.783562084659934,49.75566275906149,49.75566275906149,0.01746890450490777,FALSE,Outbreak basin,0.9985660662509048,1.7882630126269787,TRUE,TRUE,FALSE,Carrying capacity
1351,RR,2026-06-26,30.371103922526043,0.15,40.589336109857264,35,0.46880000000000005,4.739696935284883,32.45909878984094,69.23869195785181,69.23869195785181,0.005436511893980489,FALSE,Outbreak basin,0.586223323435479,1.2504763725159533,TRUE,FALSE,FALSE,Above threshold
1352,TW,2026-06-26,30.371103922526043,0.15,22.533712296117255,25,0.5124099279423538,9.600329926004633,32.23924775607884,62.91690694897262,62.91690694897262,0.0023111787603463437,FALSE,Endemic,0.3581503508173523,0.6989527940169892,FALSE,FALSE,FALSE,Intermediate
1353,TW,2026-06-26,30.371103922526043,0.15,74.75406399260667,50,0.4238782051282051,7.382099088979885,33.26477979775518,78.47721207485533,78.47721207485533,0.006530560821184514,FALSE,Outbreak basin,0.9525575898555451,2.247243614630851,TRUE,TRUE,FALSE,Carrying capacity
1354,AL,2026-06-26,30.371103922526043,0.15,5.943282008900143,10,0.2576,5.873410718748346,23.728540549054742,92.11389964695164,92.11389964695164,0.01343693397677632,FALSE,Endemic,0.06452101183077885,0.25046976642383095,FALSE,FALSE,FALSE,Intermediate
1355,GR,2026-06-26,30.371103922526043,0.15,200.2928727636018,70,0.20394736842105263,8.780600511701778,40.850262630265206,200.29806192904232,200.29806192904232,0.008428605485781712,FALSE,Outbreak basin,0.9999740927825734,4.903098777514554,TRUE,TRUE,FALSE,Carrying capacity
1356,SI,2026-06-26,30.371103922526043,0.15,3.3951183792271413,5,0.7510008006405124,3.389830220490694,24.972683892119676,33.25253963886724,33.25253963886724,0.01624588144398436,FALSE,Endemic,0.10210102494724212,0.1359532837517115,FALSE,FALSE,FALSE,Intermediate
1357,GR,2026-06-26,30.371103922526043,0.15,71.49960608440561,65,0.45280000000000004,3.40662770322524,26.683286160696298,58.92951890613139,71.5,0.013423468726068002,TRUE,Outbreak basin,0.9999944906909876,2.6795652399711716,TRUE,TRUE,FALSE,Carrying capacity
1358,AL,2026-06-26,30.371103922526043,0.15,4.166653755117043,0,0.3111467522052927,5.487940677441657,33.05692933732644,106.24224454547955,106.24224454547955,0.003417486908874972,FALSE,Endemic,0.03921842740562024,0.1260447911721867,FALSE,FALSE,TRUE,Endemic
1359,AL,2026-06-26,30.371103922526043,0.15,4.311505279185812,15,0.3111467522052927,4.208823305787519,19.49342134874314,62.65024851000695,62.65024851000695,0.01836452878241846,FALSE,Endemic,0.06881864608241972,0.22117745274427164,FALSE,FALSE,FALSE,Intermediate
1360,AL,2026-06-26,30.371103922526043,0.15,4.955789746035789,0,0.2696,5.7347158887423575,31.958574678283185,118.54070726366166,118.54070726366166,0.004941467351667108,FALSE,Endemic,0.0418066490443066,0.15506917301300666,FALSE,FALSE,TRUE,Endemic
1361,AL,2026-06-26,30.371103922526043,0.15,12.384343889936435,15,0.3111467522052927,8.71900805644691,27.30181909399107,87.74579487166719,87.74579487166719,0.002743737130053921,FALSE,Endemic,0.1411388877159206,0.4536087447983324,FALSE,FALSE,FALSE,Intermediate
1362,SI,2026-06-26,30.371103922526043,0.15,4.114016009528524,0,0.4432,4.126669182442129,27.311622882261872,61.62369783903852,61.62369783903852,0.01512145168962508,FALSE,Endemic,0.06676029115088743,0.1506324258819662,FALSE,FALSE,TRUE,Endemic
1363,GR,2026-06-26,30.371103922526043,0.15,59.5572005358805,55,0.6021052631578947,4.434749339940026,38.374102029483765,63.73321141260416,63.73321141260416,0.003846511124730227,FALSE,Outbreak basin,0.9344766914428888,1.552015484039763,TRUE,FALSE,FALSE,Above threshold
1364,TB,2026-06-26,30.371103922526043,0.15,8.106149047902289,5,0.552,8.72964648483321,18.755783380474895,33.9778684428893,33.9778684428893,0.007809672370385189,FALSE,Endemic,0.2385714413347403,0.4321946400991672,FALSE,FALSE,TRUE,Endemic
1365,GR,2026-06-26,30.371103922526043,0.15,49.55938489018506,45,0.45280000000000004,7.989906363422051,35.23956256220117,77.82588905079764,77.82588905079764,0.001890473352844119,FALSE,Outbreak basin,0.6367981849566435,1.4063564155402906,TRUE,FALSE,FALSE,Above threshold
1366,SI,2026-06-26,30.371103922526043,0.15,6.390912736907803,0,0.8128,6.948009604588151,35.68009119015187,43.8977499878837,43.8977499878837,0.006952262244058677,FALSE,Endemic,0.14558633958851583,0.17911705165909922,FALSE,FALSE,TRUE,Endemic
1367,SI,2026-06-26,30.371103922526043,0.15,13.917052082231104,20,0.5785656728444802,7.3521304917521775,34.895858850795776,60.314430130692976,60.314430130692976,0.0037872038344761235,FALSE,Endemic,0.23074166583477268,0.3988167232603801,FALSE,FALSE,FALSE,Intermediate
1368,RR,2026-06-26,30.371103922526043,0.15,13.011281390235323,15,0.5012244897959184,9.03851355588995,39.426630770321935,78.66062327955109,78.66062327955109,0.0016470189402176733,FALSE,Endemic,0.1654103520638869,0.3300125102251815,FALSE,FALSE,FALSE,Intermediate
1369,GR,2026-06-26,30.371103922526043,0.15,14.340868133394885,35,0.272,3.0758163859136403,43.75939760589972,160.88013825698425,160.88013825698425,0.006200496890846824,FALSE,Endemic,0.08914007837615907,0.32772087638293773,FALSE,FALSE,FALSE,Intermediate
1370,AL,2026-06-26,30.371103922526043,0.15,5.966429508125719,5,0.308,6.767906328430399,20.38152811350301,66.17379257630847,66.17379257630847,0.002559478653325998,FALSE,Endemic,0.09016302792749133,0.2927371036606861,FALSE,FALSE,TRUE,Endemic
1371,RR,2026-06-26,30.371103922526043,0.15,42.107639520760195,30,0.5012244897959184,7.546452126232907,21.868166369386017,43.629485020354835,43.629485020354835,0.010047751620148346,FALSE,Outbreak basin,0.9651188754832967,1.9255221864284011,TRUE,TRUE,FALSE,Carrying capacity
1372,AL,2026-06-26,30.371103922526043,0.15,8.590035549303272,5,0.2576,8.706529072020203,25.011135013774037,97.09291542614145,97.09291542614145,0.011717758447848678,FALSE,Endemic,0.08847232067964536,0.3434484498433438,FALSE,FALSE,TRUE,Endemic
1373,TW,2026-06-26,30.371103922526043,0.15,12.51478269644344,15,0.5124099279423538,6.338421392720193,38.35806172108278,74.8581548275506,74.8581548275506,0.0013896921503290028,FALSE,Endemic,0.16717995153999615,0.32626212417727374,FALSE,FALSE,FALSE,Intermediate
1374,RR,2026-06-26,30.371103922526043,0.15,54.8182806152984,40,0.46880000000000005,6.785089818062261,26.410778369754553,56.33698457712148,56.33698457712148,0.007951122687919877,FALSE,Outbreak basin,0.973042505323584,2.075602613744846,TRUE,TRUE,FALSE,Carrying capacity
1375,SI,2026-06-26,30.371103922526043,0.15,5.680103004978911,0,0.4496,5.708185927942395,21.28616847563535,47.3446807732103,47.3446807732103,0.016383247210456284,FALSE,Endemic,0.11997341437758649,0.2668447828682974,FALSE,FALSE,TRUE,Endemic
1376,GR,2026-06-26,30.371103922526043,0.15,114.48194890353743,55,0.272,6.920723448973149,31.139090778306127,114.48195139083134,114.48195139083134,0.016901691859903586,FALSE,Outbreak basin,0.9999999782734843,3.676470508358398,TRUE,TRUE,FALSE,Carrying capacity
1377,RR,2026-06-26,30.371103922526043,0.15,9.451210760162782,10,0.46880000000000005,7.6152158859185874,21.37267515063286,45.59017736909739,45.59017736909739,0.001314369181447076,FALSE,Endemic,0.20730804979427744,0.44221000382738357,FALSE,FALSE,FALSE,Intermediate
1378,TB,2026-06-26,30.371103922526043,0.15,8.002558870977284,5,0.552,9.922256628982723,38.358009341172874,69.48914735719723,69.48914735719723,0.0027306634191981145,FALSE,Endemic,0.11516271497535409,0.20862810683940955,FALSE,FALSE,TRUE,Endemic
1379,SI,2026-06-26,30.371103922526043,0.15,8.872779928556561,10,0.7510008006405124,7.610729257576168,27.338778278790414,36.403128006619646,36.403128006619646,0.0028240409175092473,FALSE,Endemic,0.24373674501111856,0.3245492478879393,FALSE,FALSE,FALSE,Intermediate
1380,GR,2026-06-26,30.371103922526043,0.15,12.324830791065256,15,0.272,8.100945671321824,15.257579006720334,56.09404046588358,56.09404046588358,0.01795115424077428,FALSE,Endemic,0.219717294184954,0.8077841697976249,FALSE,FALSE,FALSE,Intermediate
1381,GR,2026-06-26,30.371103922526043,0.15,13.50630495448505,25,0.2915601023017903,3.5060777261387557,26.209542921278626,89.8941340545609,89.8941340545609,0.010102093910831859,FALSE,Endemic,0.15024678858675528,0.5153201257668536,FALSE,FALSE,FALSE,Intermediate
1382,RR,2026-06-26,30.371103922526043,0.15,16.524236135390723,20,0.484,7.383924316614866,30.187831493094563,62.371552671682984,62.371552671682984,0.0024873487072375397,FALSE,Endemic,0.2649322556129473,0.5473806934151804,FALSE,FALSE,FALSE,Intermediate
1383,TB,2026-06-26,30.371103922526043,0.15,7.875777459054432,5,0.6664,8.706548802554607,15.561909531243145,23.35220517893629,23.35220517893629,0.00817798851448699,FALSE,Endemic,0.3372605455761578,0.5060932556665033,FALSE,FALSE,TRUE,Endemic
1384,AL,2026-06-26,30.371103922526043,0.15,5.27141817501251,15,0.22248995983935743,5.119022571016103,33.69437619578093,151.44223236009842,151.44223236009842,0.012298101321194924,FALSE,Endemic,0.034808111930615,0.15644801210691578,FALSE,FALSE,FALSE,Intermediate
1385,AL,2026-06-26,30.371103922526043,0.15,4.279689937326863,0,0.2201761409127302,5.261216389480978,39.974991995841265,181.55914546474813,181.55914546474813,0.003947627437321881,FALSE,Endemic,0.023571877507860464,0.1070591818447917,FALSE,FALSE,TRUE,Endemic
1386,TW,2026-06-26,30.371103922526043,0.15,78.44585444884035,50,0.3655999999999999,3.7562539202626795,42.11651124525815,115.198334915914,115.198334915914,0.005268296223223302,FALSE,Outbreak basin,0.6809634401929493,1.862591466610912,TRUE,FALSE,FALSE,Above threshold
1387,SI,2026-06-26,30.371103922526043,0.15,9.758884622790596,10,0.696,9.139743002131581,28.542801362928003,41.00977207317242,41.00977207317242,0.0014284397742862802,FALSE,Endemic,0.23796485884823088,0.34190353282791797,FALSE,FALSE,FALSE,Intermediate
1388,GR,2026-06-26,30.371103922526043,0.15,42.26626415152255,40,0.45280000000000004,4.385818985290825,31.41557775903493,69.38069293073085,69.38069293073085,0.0010612662032750111,FALSE,Outbreak basin,0.6091934566540127,1.3453919095715827,TRUE,FALSE,FALSE,Above threshold
1389,TW,2026-06-26,30.371103922526043,0.15,55.16206844820762,45,0.4238782051282051,5.2815629513934255,34.39880816498771,81.15257578431884,81.15257578431884,0.0029129925459170044,FALSE,Outbreak basin,0.6797328108822224,1.6036040604556023,TRUE,FALSE,FALSE,Above threshold
1390,AL,2026-06-26,30.371103922526043,0.15,4.274958934656878,0,0.22248995983935743,6.921637597260997,41.365280204918236,185.91976120983105,185.91976120983105,0.002237554762963982,FALSE,Endemic,0.022993569413162666,0.1033465484454423,FALSE,FALSE,TRUE,Endemic
1391,TW,2026-06-26,30.371103922526043,0.15,9.349703487752521,15,0.3191659983961508,4.238325999351218,38.398676498327404,120.30942108898057,120.30942108898057,0.0025863847811628976,FALSE,Endemic,0.07771380996703077,0.24349025384142553,FALSE,FALSE,FALSE,Intermediate
1392,GR,2026-06-26,30.371103922526043,0.15,44.04816690984149,40,0.39519999999999994,5.413461388088763,21.101228885818273,53.39379778800171,53.39379778800171,0.0011381767207819069,FALSE,Outbreak basin,0.8249678564677729,2.0874692724386974,TRUE,FALSE,FALSE,Above threshold
1393,TW,2026-06-26,30.371103922526043,0.15,6.312497871173446,5,0.3191659983961508,6.396753972861916,36.225364822894335,113.50007521143023,113.50007521143023,0.007637986057513794,FALSE,Endemic,0.05561668447720759,0.17425629533436648,FALSE,FALSE,TRUE,Endemic
1394,TW,2026-06-26,30.371103922526043,0.15,21.160100734294907,25,0.3191659983961508,6.310267210938036,26.038388160523027,81.58258803058345,81.58258803058345,0.007109485946860043,FALSE,Endemic,0.2593703049278416,0.8126501764950211,FALSE,FALSE,FALSE,Intermediate
1395,RR,2026-06-26,30.371103922526043,0.15,31.973546835534627,30,0.39556592765460913,5.281783918384463,24.591946976725012,62.16902229809243,62.16902229809243,0.0012810587004930918,FALSE,Outbreak basin,0.5143003002721452,1.3001632959682254,TRUE,FALSE,FALSE,Above threshold
1396,AL,2026-06-26,30.371103922526043,0.15,5.849997470125054,10,0.27884615384615385,3.0629656896926463,29.600793197751045,106.15456870917616,106.15456870917616,0.0028631864900031034,FALSE,Endemic,0.05510829671544199,0.1976297537381368,FALSE,FALSE,FALSE,Intermediate
1397,GR,2026-06-26,30.371103922526043,0.15,6.856718269252477,15,0.272,6.2387766998726875,33.02679979009554,121.42205805182182,121.42205805182182,0.008728383720882358,FALSE,Endemic,0.05647012066231073,0.20761073772908356,FALSE,FALSE,FALSE,Intermediate
1398,GR,2026-06-26,30.371103922526043,0.15,81.97807642626893,45,0.20394736842105263,8.35911295353435,16.71921295579523,81.97807642841532,81.97807642841532,0.015602613636392789,FALSE,Outbreak basin,0.9999999999738175,4.903225806323235,TRUE,TRUE,FALSE,Carrying capacity
1399,GR,2026-06-26,30.371103922526043,0.15,6.834381873848824,10,0.2915601023017903,6.754610793897882,15.667440961115062,53.73657382277183,53.73657382277183,0.01836214608771848,FALSE,Endemic,0.1271830596492669,0.4362155817795031,FALSE,FALSE,FALSE,Intermediate
1400,AL,2026-06-26,30.371103922526043,0.15,3.9289259669771743,10,0.22248995983935743,3.1991992553230375,30.618337655905634,137.61671617907044,137.61671617907044,0.006271839769290994,FALSE,Endemic,0.028549772702501884,0.1283193755040247,FALSE,FALSE,FALSE,Intermediate
1401,SI,2026-06-26,30.371103922526043,0.15,14.29098978005642,15,0.4496,8.246332203503698,17.261434569954872,38.392870484775074,38.392870484775074,0.002562885379052633,FALSE,Endemic,0.37223030212663044,0.8279143730574522,FALSE,FALSE,FALSE,Intermediate
1402,SI,2026-06-26,30.371103922526043,0.15,8.881251561960784,0,0.7219983883964545,9.520330298459157,41.65185285033658,57.6896756554327,57.6896756554327,0.007749485727893921,FALSE,Endemic,0.15394871718479539,0.21322584601153022,FALSE,FALSE,TRUE,Endemic
1403,SI,2026-06-26,30.371103922526043,0.15,8.152035815101296,10,0.8128,5.588134849211201,44.90364239551127,55.245623025973515,55.245623025973515,0.0017493176444581138,FALSE,Endemic,0.1475598494249698,0.18154509033583885,FALSE,FALSE,FALSE,Intermediate
