sim_id,site_code,date,temp_c,r_t,N,N0,HC_prop,KE,KT,KC_raw,KC,scale,KC_constrained,basin_start,final_ratio_KC,final_ratio_KT,ended_above_KT,ended_near_KC,ended_near_KE,outcome
6500,TB,2026-06-26,30.371103922526043,0.15,2.721609480615955,0,0.5508406725380304,5.058467065682635,26.58317433670163,48.25928015485515,48.25928015485515,0.0018286736576269634,FALSE,Endemic,0.0563955672749948,0.10238090628847167,FALSE,FALSE,TRUE,Endemic
6501,GR,2026-06-26,30.371103922526043,0.15,46.757695050931424,45,0.20394736842105263,4.832586121978238,42.81565062236041,209.93480305157362,209.93480305157362,0.001702985939509363,FALSE,Outbreak basin,0.22272483824154063,1.0920701746036832,TRUE,FALSE,FALSE,Above threshold
6502,GR,2026-06-26,30.371103922526043,0.15,31.376139361443563,40,0.45280000000000004,8.117247253656387,41.81411943398416,92.34567012805688,92.34567012805688,0.00918993245677131,FALSE,Endemic,0.339768386735771,0.7503718788334164,FALSE,FALSE,FALSE,Intermediate
6503,TW,2026-06-26,30.371103922526043,0.15,11.041927114778856,15,0.5124099279423538,8.94974013324827,43.242922083009034,84.39126512762232,84.39126512762232,0.0038211361021395847,FALSE,Endemic,0.13084206165271356,0.25534646094412383,FALSE,FALSE,FALSE,Intermediate
6504,GR,2026-06-26,30.371103922526043,0.15,4.495893432353342,10,0.2915601023017903,4.4747185197193176,39.633484601508826,135.93589894026272,135.93589894026272,0.014517596657564339,FALSE,Endemic,0.03307362858084362,0.1134367436413145,FALSE,FALSE,FALSE,Intermediate
6505,GR,2026-06-26,30.371103922526043,0.15,14.731053247761992,15,0.5808,9.675970518495888,18.24688912834972,31.41682012456908,31.41682012456908,0.0011455854988779736,FALSE,Endemic,0.4688906512292687,0.8073186143754627,FALSE,FALSE,FALSE,Intermediate
6506,SI,2026-06-26,30.371103922526043,0.15,9.544062080532822,15,0.7219983883964545,8.10831257631071,40.20817397162318,55.690115958464695,55.690115958464695,0.006037916640432795,FALSE,Endemic,0.1713780249200964,0.23736621531901744,FALSE,FALSE,FALSE,Intermediate
6507,TW,2026-06-26,30.371103922526043,0.15,54.99999037834233,50,0.5124099279423538,4.078273980645463,15.009343684650958,29.291672284576638,55.00000000000001,0.01168604301291094,TRUE,Outbreak basin,0.9999998250607696,3.6643834356719482,TRUE,TRUE,FALSE,Carrying capacity
6508,AL,2026-06-26,30.371103922526043,0.15,12.478261070434339,15,0.22248995983935743,6.296600000467151,29.00213539134711,130.35255798637962,130.35255798637962,0.001563205820798359,FALSE,Endemic,0.09572701344102642,0.4302531831555159,FALSE,FALSE,FALSE,Intermediate
6509,TW,2026-06-26,30.371103922526043,0.15,49.75490848938303,45,0.5124099279423538,7.624713859753683,25.49730135826394,49.75957718198697,49.75957718198697,0.01945548856727263,FALSE,Outbreak basin,0.9999061749944765,1.9513793946376583,TRUE,TRUE,FALSE,Carrying capacity
6510,AL,2026-06-26,30.371103922526043,0.15,7.158744129621468,10,0.2201761409127302,6.315810985863209,32.989580975845456,149.83267868665808,149.83267868665808,0.004492344177381073,FALSE,Endemic,0.04777825633480396,0.21700015331698233,FALSE,FALSE,FALSE,Intermediate
6511,RR,2026-06-26,30.371103922526043,0.15,42.652887745228796,40,0.5244195356285029,9.691069108666852,31.806174949742854,60.65024811027301,60.65024811027301,0.001909159624884862,FALSE,Outbreak basin,0.7032599053457821,1.341025376758598,TRUE,FALSE,FALSE,Above threshold
6512,SI,2026-06-26,30.371103922526043,0.15,4.355358812184109,0,0.5785656728444802,6.168544760905206,35.746714614797384,61.78505966150913,61.78505966150913,0.002981607954251771,FALSE,Endemic,0.07049210336681784,0.12183941542927709,FALSE,FALSE,TRUE,Endemic
6513,TB,2026-06-26,30.371103922526043,0.15,6.1400085139936555,5,0.35504885993485336,6.991605905583128,33.236167542636395,93.61012326228784,93.61012326228784,0.0023496732678855137,FALSE,Endemic,0.0655912875660879,0.1847387640622843,FALSE,FALSE,TRUE,Endemic
6514,GR,2026-06-26,30.371103922526043,0.15,9.501284071773918,10,0.45280000000000004,8.95830756612122,32.58993186056614,71.97423114082628,71.97423114082628,0.002315695389670265,FALSE,Endemic,0.13200952509216124,0.2915404706098967,FALSE,FALSE,FALSE,Intermediate
6515,GR,2026-06-26,30.371103922526043,0.15,16.662288329396166,20,0.2915601023017903,4.823202934348956,23.223867102060467,79.65378979741791,79.65378979741791,0.003399625239584649,FALSE,Endemic,0.20918387400992558,0.7174639889287798,FALSE,FALSE,FALSE,Intermediate
6516,TB,2026-06-26,30.371103922526043,0.15,8.186765827346955,5,0.46036829463570855,8.625119560398161,26.559326446149498,57.691476054331694,57.691476054331694,0.007119098990278042,FALSE,Endemic,0.14190598659041004,0.30824448217638634,FALSE,FALSE,TRUE,Endemic
6517,TW,2026-06-26,30.371103922526043,0.15,81.92600105282759,30,0.2648,3.909031172282994,22.309311982244253,84.2496676066626,84.2496676066626,0.006847787730526901,FALSE,Outbreak basin,0.9724192792702335,3.672278244978224,TRUE,TRUE,FALSE,Carrying capacity
6518,AL,2026-06-26,30.371103922526043,0.15,8.935489553551141,0,0.308,9.031717664562166,28.37139188311994,92.11490871142838,92.11490871142838,0.014296230299771267,FALSE,Endemic,0.0970037280451926,0.31494716897789804,FALSE,FALSE,TRUE,Endemic
6519,SI,2026-06-26,30.371103922526043,0.15,4.243866192080045,0,0.7510008006405124,6.6975379625801,15.639865770936012,20.82536497643825,20.82536497643825,0.0029722500213812506,FALSE,Endemic,0.20378352057126206,0.2713492720613074,FALSE,FALSE,TRUE,Endemic
6520,SI,2026-06-26,30.371103922526043,0.15,7.906546996206892,5,0.4496,8.063337090425193,37.184499136637896,82.70573651387433,82.70573651387433,0.008665555840170033,FALSE,Endemic,0.09559853196979301,0.21263018676555384,FALSE,FALSE,TRUE,Endemic
6521,TB,2026-06-26,30.371103922526043,0.15,4.820654222767172,0,0.5164658634538153,4.826476959511638,22.206977172754705,42.99795735626688,42.99795735626688,0.019743437765179096,FALSE,Endemic,0.11211356350779231,0.21707836169082642,FALSE,FALSE,TRUE,Endemic
6522,AL,2026-06-26,30.371103922526043,0.15,4.950771840148688,10,0.2696,4.882094475673512,40.15788878314197,148.9535934092803,148.9535934092803,0.011424824124452514,FALSE,Endemic,0.03323700843218622,0.12328267222621003,FALSE,FALSE,FALSE,Intermediate
6523,SI,2026-06-26,30.371103922526043,0.15,6.91547588346706,15,0.696,5.063026693416759,41.228015364613384,59.23565425950199,59.23565425950199,0.005781829422724828,FALSE,Endemic,0.11674515914302995,0.16773729761929593,FALSE,FALSE,FALSE,Intermediate
6524,GR,2026-06-26,30.371103922526043,0.15,6.008884910137883,30,0.26380873866446825,5.446606519864872,41.16846797056496,156.0542239009228,156.0542239009228,0.013453029106209762,FALSE,Endemic,0.03850510905717529,0.1459584290198551,FALSE,FALSE,FALSE,Intermediate
6525,GR,2026-06-26,30.371103922526043,0.15,27.264418865285336,30,0.6021052631578947,5.620880102738738,43.529159186873585,72.29493221596138,72.29493221596138,0.0012442064121141335,FALSE,Endemic,0.3771276634417517,0.6263483920798324,FALSE,FALSE,FALSE,Intermediate
6526,RR,2026-06-26,30.371103922526043,0.15,12.513906707855273,15,0.5584,8.250307937152684,39.50482750777155,70.74646759987742,70.74646759987742,0.0018795560700065035,FALSE,Endemic,0.17688383791301768,0.3167690507038282,FALSE,FALSE,FALSE,Intermediate
6527,RR,2026-06-26,30.371103922526043,0.15,3.9091641183288086,15,0.39556592765460913,3.863604781916365,25.29517084825784,63.94678884058102,63.94678884058102,0.017653429852828313,FALSE,Endemic,0.06113151558046695,0.15454191401905654,FALSE,FALSE,FALSE,Intermediate
6528,TB,2026-06-26,30.371103922526043,0.15,9.276839959563931,5,0.46036829463570855,9.61180387227796,37.848864239640534,82.21431553967135,82.21431553967135,0.007951821351562367,FALSE,Endemic,0.11283728263951215,0.24510220176826203,FALSE,FALSE,TRUE,Endemic
6529,RR,2026-06-26,30.371103922526043,0.15,35.969288191954725,30,0.46880000000000005,9.602173016406596,27.75515741435811,59.20468731731678,59.20468731731678,0.007565381194601409,FALSE,Outbreak basin,0.6075412238759357,1.2959497096329684,TRUE,FALSE,FALSE,Above threshold
6530,AL,2026-06-26,30.371103922526043,0.15,5.333396144548723,0,0.308,7.533223749836907,21.96827085921541,71.32555473771237,71.32555473771237,0.003280986643199262,FALSE,Endemic,0.0747753896084143,0.24277723898835812,FALSE,FALSE,TRUE,Endemic
6531,SI,2026-06-26,30.371103922526043,0.15,3.2371307743487097,0,0.4496,7.522644154494628,25.339358495548368,56.35978313066808,56.35978313066808,0.0013502824483190602,FALSE,Endemic,0.05743689195615855,0.1277510942085377,FALSE,FALSE,TRUE,Endemic
6532,TW,2026-06-26,30.371103922526043,0.15,5.839349044925288,15,0.5124099279423538,5.66161406156607,39.515512289945036,77.11699195334586,77.11699195334586,0.01205757649845803,FALSE,Endemic,0.07572065373683104,0.14777358830828433,FALSE,FALSE,FALSE,Intermediate
6533,GR,2026-06-26,30.371103922526043,0.15,56.7053431240815,55,0.6021052631578947,5.275019096210599,30.673879673704505,50.94438057695679,60.50000000000001,0.0011637092211087855,TRUE,Outbreak basin,0.9372783987451486,1.8486524602459313,TRUE,FALSE,FALSE,Above threshold
6534,SI,2026-06-26,30.371103922526043,0.15,11.573107087047058,15,0.5785656728444802,5.188994750147685,22.07468722946942,38.15415996068461,38.15415996068461,0.003572467885454741,FALSE,Endemic,0.30332490871172096,0.5242704898485316,FALSE,FALSE,FALSE,Intermediate
