sim_id,site_code,min_N,max_N,final_N
8764,TW,55,63.44651952232511,63.44651952232511
8765,GR,7.729566139412719,10,7.729566139412719
8766,RR,23.30336230616933,30,23.30336230616933
8767,SI,0,7.0232753226157865,7.0232753226157865
8768,SI,0,7.4783939531897135,7.4783939531897135
8769,RR,35,42.784606720484945,42.784606720484945
8770,TB,0,3.2978180716496595,3.2978180716496595
8771,TW,25,26.758742530994706,26.758742530994706
8772,GR,55,61.924924829788026,61.924924829788026
8773,GR,45,68.12038745589045,68.12038745589045
8774,TW,21.828726131643688,25,21.828726131643688
8775,TB,5,6.7879153348983445,6.7879153348983445
8776,SI,0,3.572628274429574,3.572628274429574
8777,AL,5.703115284694015,15,5.703115284694015
8778,GR,45,49.322581408276555,49.322581408276555
8779,AL,4.842647528183613,5,4.842647528183613
8780,AL,3.692765467737599,10,3.692765467737599
8781,AL,6.235401618503469,15,6.235401618503469
8782,RR,25,26.536611918509983,26.536611918509983
8783,TW,13.281657321775107,15,13.281657321775107
8784,TB,0,4.580283439923095,4.580283439923095
8785,TB,0,4.10714237646806,4.10714237646806
8786,TB,0,2.507351742154796,2.507351742154796
8787,SI,8.225353465151418,15,8.225353465151418
8788,TW,45,48.76836061505132,48.76836061505132
8789,GR,50,76.61109146260415,76.61109146260415
8790,RR,37.73573292718485,40,37.73573292718485
