site,n_surveys,N0_type,N0,substrate_date,live_coral_prop,live_coral_percent,state1_scenario,State_1,kc_scenario,K_c,sst_scenario,SST,r_T,K_t,valid_state_order,observed_threshold_position,sim_id
Green Rock Wall,44,max_observed_density,80,2024-11-01,0.395,39.5,low_endemic,3,disturbed_reef_reduced_K,20,current_mean,29,0.004975062395963412,7.9,TRUE,above_threshold,162
Green Rock Wall,44,max_observed_density,80,2024-11-01,0.395,39.5,low_endemic,3,disturbed_reef_reduced_K,20,extreme_warm,32,0.0027303721331985464,7.9,TRUE,above_threshold,163
Green Rock Wall,44,max_observed_density,80,2024-11-01,0.395,39.5,low_endemic,3,disturbed_reef_reduced_K,20,warm,31,0.0037267965227149014,7.9,TRUE,above_threshold,164
Green Rock Wall,44,max_observed_density,80,2024-11-01,0.395,39.5,low_endemic,3,high_coral_high_K,100,cool,27,0.004258352536147206,39.5,TRUE,above_threshold,165
Green Rock Wall,44,max_observed_density,80,2024-11-01,0.395,39.5,low_endemic,3,high_coral_high_K,100,current_mean,29,0.004975062395963412,39.5,TRUE,above_threshold,166
Green Rock Wall,44,max_observed_density,80,2024-11-01,0.395,39.5,low_endemic,3,high_coral_high_K,100,extreme_warm,32,0.0027303721331985464,39.5,TRUE,above_threshold,167
Green Rock Wall,44,max_observed_density,80,2024-11-01,0.395,39.5,low_endemic,3,high_coral_high_K,100,warm,31,0.0037267965227149014,39.5,TRUE,above_threshold,168
Green Rock Wall,44,max_observed_density,80,2024-11-01,0.395,39.5,low_endemic,3,low_coral_low_K,25,cool,27,0.004258352536147206,9.875,TRUE,above_threshold,169
Green Rock Wall,44,max_observed_density,80,2024-11-01,0.395,39.5,low_endemic,3,low_coral_low_K,25,current_mean,29,0.004975062395963412,9.875,TRUE,above_threshold,170
Green Rock Wall,44,max_observed_density,80,2024-11-01,0.395,39.5,low_endemic,3,low_coral_low_K,25,extreme_warm,32,0.0027303721331985464,9.875,TRUE,above_threshold,171
Green Rock Wall,44,max_observed_density,80,2024-11-01,0.395,39.5,low_endemic,3,low_coral_low_K,25,warm,31,0.0037267965227149014,9.875,TRUE,above_threshold,172
Green Rock Wall,44,max_observed_density,80,2024-11-01,0.395,39.5,low_endemic,3,moderate_coral_moderate_K,50,cool,27,0.004258352536147206,19.75,TRUE,above_threshold,173
Green Rock Wall,44,max_observed_density,80,2024-11-01,0.395,39.5,low_endemic,3,moderate_coral_moderate_K,50,current_mean,29,0.004975062395963412,19.75,TRUE,above_threshold,174
Green Rock Wall,44,max_observed_density,80,2024-11-01,0.395,39.5,low_endemic,3,moderate_coral_moderate_K,50,extreme_warm,32,0.0027303721331985464,19.75,TRUE,above_threshold,175
Green Rock Wall,44,max_observed_density,80,2024-11-01,0.395,39.5,low_endemic,3,moderate_coral_moderate_K,50,warm,31,0.0037267965227149014,19.75,TRUE,above_threshold,176
Green Rock Wall,44,max_observed_density,80,2024-11-01,0.395,39.5,low_endemic,3,recovery_reef_increasing_K,75,cool,27,0.004258352536147206,29.625,TRUE,above_threshold,177
Green Rock Wall,44,max_observed_density,80,2024-11-01,0.395,39.5,low_endemic,3,recovery_reef_increasing_K,75,current_mean,29,0.004975062395963412,29.625,TRUE,above_threshold,178
Green Rock Wall,44,max_observed_density,80,2024-11-01,0.395,39.5,low_endemic,3,recovery_reef_increasing_K,75,extreme_warm,32,0.0027303721331985464,29.625,TRUE,above_threshold,179
Green Rock Wall,44,max_observed_density,80,2024-11-01,0.395,39.5,low_endemic,3,recovery_reef_increasing_K,75,warm,31,0.0037267965227149014,29.625,TRUE,above_threshold,180
Green Rock Wall,44,mean_observed_density,36.25,2024-11-01,0.395,39.5,base_endemic,8,disturbed_reef_reduced_K,20,cool,27,0.004258352536147206,7.9,FALSE,above_threshold,181
Green Rock Wall,44,mean_observed_density,36.25,2024-11-01,0.395,39.5,base_endemic,8,disturbed_reef_reduced_K,20,current_mean,29,0.004975062395963412,7.9,FALSE,above_threshold,182
Green Rock Wall,44,mean_observed_density,36.25,2024-11-01,0.395,39.5,base_endemic,8,disturbed_reef_reduced_K,20,extreme_warm,32,0.0027303721331985464,7.9,FALSE,above_threshold,183
Green Rock Wall,44,mean_observed_density,36.25,2024-11-01,0.395,39.5,base_endemic,8,disturbed_reef_reduced_K,20,warm,31,0.0037267965227149014,7.9,FALSE,above_threshold,184
Green Rock Wall,44,mean_observed_density,36.25,2024-11-01,0.395,39.5,base_endemic,8,high_coral_high_K,100,cool,27,0.004258352536147206,39.5,TRUE,near_threshold,185
Green Rock Wall,44,mean_observed_density,36.25,2024-11-01,0.395,39.5,base_endemic,8,high_coral_high_K,100,current_mean,29,0.004975062395963412,39.5,TRUE,near_threshold,186
Green Rock Wall,44,mean_observed_density,36.25,2024-11-01,0.395,39.5,base_endemic,8,high_coral_high_K,100,extreme_warm,32,0.0027303721331985464,39.5,TRUE,near_threshold,187
Green Rock Wall,44,mean_observed_density,36.25,2024-11-01,0.395,39.5,base_endemic,8,high_coral_high_K,100,warm,31,0.0037267965227149014,39.5,TRUE,near_threshold,188
Green Rock Wall,44,mean_observed_density,36.25,2024-11-01,0.395,39.5,base_endemic,8,low_coral_low_K,25,cool,27,0.004258352536147206,9.875,TRUE,above_threshold,189
Green Rock Wall,44,mean_observed_density,36.25,2024-11-01,0.395,39.5,base_endemic,8,low_coral_low_K,25,current_mean,29,0.004975062395963412,9.875,TRUE,above_threshold,190
Green Rock Wall,44,mean_observed_density,36.25,2024-11-01,0.395,39.5,base_endemic,8,low_coral_low_K,25,extreme_warm,32,0.0027303721331985464,9.875,TRUE,above_threshold,191
Green Rock Wall,44,mean_observed_density,36.25,2024-11-01,0.395,39.5,base_endemic,8,low_coral_low_K,25,warm,31,0.0037267965227149014,9.875,TRUE,above_threshold,192
Green Rock Wall,44,mean_observed_density,36.25,2024-11-01,0.395,39.5,base_endemic,8,moderate_coral_moderate_K,50,cool,27,0.004258352536147206,19.75,TRUE,above_threshold,193
Green Rock Wall,44,mean_observed_density,36.25,2024-11-01,0.395,39.5,base_endemic,8,moderate_coral_moderate_K,50,current_mean,29,0.004975062395963412,19.75,TRUE,above_threshold,194
Green Rock Wall,44,mean_observed_density,36.25,2024-11-01,0.395,39.5,base_endemic,8,moderate_coral_moderate_K,50,extreme_warm,32,0.0027303721331985464,19.75,TRUE,above_threshold,195
Green Rock Wall,44,mean_observed_density,36.25,2024-11-01,0.395,39.5,base_endemic,8,moderate_coral_moderate_K,50,warm,31,0.0037267965227149014,19.75,TRUE,above_threshold,196
Green Rock Wall,44,mean_observed_density,36.25,2024-11-01,0.395,39.5,base_endemic,8,recovery_reef_increasing_K,75,cool,27,0.004258352536147206,29.625,TRUE,above_threshold,197
Green Rock Wall,44,mean_observed_density,36.25,2024-11-01,0.395,39.5,base_endemic,8,recovery_reef_increasing_K,75,current_mean,29,0.004975062395963412,29.625,TRUE,above_threshold,198
Green Rock Wall,44,mean_observed_density,36.25,2024-11-01,0.395,39.5,base_endemic,8,recovery_reef_increasing_K,75,extreme_warm,32,0.0027303721331985464,29.625,TRUE,above_threshold,199
Green Rock Wall,44,mean_observed_density,36.25,2024-11-01,0.395,39.5,base_endemic,8,recovery_reef_increasing_K,75,warm,31,0.0037267965227149014,29.625,TRUE,above_threshold,200
Green Rock Wall,44,mean_observed_density,36.25,2024-11-01,0.395,39.5,high_endemic,10,disturbed_reef_reduced_K,20,cool,27,0.004258352536147206,7.9,FALSE,above_threshold,201
Green Rock Wall,44,mean_observed_density,36.25,2024-11-01,0.395,39.5,high_endemic,10,disturbed_reef_reduced_K,20,current_mean,29,0.004975062395963412,7.9,FALSE,above_threshold,202
Green Rock Wall,44,mean_observed_density,36.25,2024-11-01,0.395,39.5,high_endemic,10,disturbed_reef_reduced_K,20,extreme_warm,32,0.0027303721331985464,7.9,FALSE,above_threshold,203
Green Rock Wall,44,mean_observed_density,36.25,2024-11-01,0.395,39.5,high_endemic,10,disturbed_reef_reduced_K,20,warm,31,0.0037267965227149014,7.9,FALSE,above_threshold,204
Green Rock Wall,44,mean_observed_density,36.25,2024-11-01,0.395,39.5,high_endemic,10,high_coral_high_K,100,cool,27,0.004258352536147206,39.5,TRUE,near_threshold,205
Green Rock Wall,44,mean_observed_density,36.25,2024-11-01,0.395,39.5,high_endemic,10,high_coral_high_K,100,current_mean,29,0.004975062395963412,39.5,TRUE,near_threshold,206
Green Rock Wall,44,mean_observed_density,36.25,2024-11-01,0.395,39.5,high_endemic,10,high_coral_high_K,100,extreme_warm,32,0.0027303721331985464,39.5,TRUE,near_threshold,207
Green Rock Wall,44,mean_observed_density,36.25,2024-11-01,0.395,39.5,high_endemic,10,high_coral_high_K,100,warm,31,0.0037267965227149014,39.5,TRUE,near_threshold,208
Green Rock Wall,44,mean_observed_density,36.25,2024-11-01,0.395,39.5,high_endemic,10,low_coral_low_K,25,cool,27,0.004258352536147206,9.875,FALSE,above_threshold,209
Green Rock Wall,44,mean_observed_density,36.25,2024-11-01,0.395,39.5,high_endemic,10,low_coral_low_K,25,current_mean,29,0.004975062395963412,9.875,FALSE,above_threshold,210
Green Rock Wall,44,mean_observed_density,36.25,2024-11-01,0.395,39.5,high_endemic,10,low_coral_low_K,25,extreme_warm,32,0.0027303721331985464,9.875,FALSE,above_threshold,211
Green Rock Wall,44,mean_observed_density,36.25,2024-11-01,0.395,39.5,high_endemic,10,low_coral_low_K,25,warm,31,0.0037267965227149014,9.875,FALSE,above_threshold,212
Green Rock Wall,44,mean_observed_density,36.25,2024-11-01,0.395,39.5,high_endemic,10,moderate_coral_moderate_K,50,cool,27,0.004258352536147206,19.75,TRUE,above_threshold,213
Green Rock Wall,44,mean_observed_density,36.25,2024-11-01,0.395,39.5,high_endemic,10,moderate_coral_moderate_K,50,current_mean,29,0.004975062395963412,19.75,TRUE,above_threshold,214
Green Rock Wall,44,mean_observed_density,36.25,2024-11-01,0.395,39.5,high_endemic,10,moderate_coral_moderate_K,50,extreme_warm,32,0.0027303721331985464,19.75,TRUE,above_threshold,215
Green Rock Wall,44,mean_observed_density,36.25,2024-11-01,0.395,39.5,high_endemic,10,moderate_coral_moderate_K,50,warm,31,0.0037267965227149014,19.75,TRUE,above_threshold,216
Green Rock Wall,44,mean_observed_density,36.25,2024-11-01,0.395,39.5,high_endemic,10,recovery_reef_increasing_K,75,cool,27,0.004258352536147206,29.625,TRUE,above_threshold,217
Green Rock Wall,44,mean_observed_density,36.25,2024-11-01,0.395,39.5,high_endemic,10,recovery_reef_increasing_K,75,current_mean,29,0.004975062395963412,29.625,TRUE,above_threshold,218
Green Rock Wall,44,mean_observed_density,36.25,2024-11-01,0.395,39.5,high_endemic,10,recovery_reef_increasing_K,75,extreme_warm,32,0.0027303721331985464,29.625,TRUE,above_threshold,219
Green Rock Wall,44,mean_observed_density,36.25,2024-11-01,0.395,39.5,high_endemic,10,recovery_reef_increasing_K,75,warm,31,0.0037267965227149014,29.625,TRUE,above_threshold,220
Green Rock Wall,44,mean_observed_density,36.25,2024-11-01,0.395,39.5,low_endemic,3,disturbed_reef_reduced_K,20,cool,27,0.004258352536147206,7.9,TRUE,above_threshold,221
Green Rock Wall,44,mean_observed_density,36.25,2024-11-01,0.395,39.5,low_endemic,3,disturbed_reef_reduced_K,20,current_mean,29,0.004975062395963412,7.9,TRUE,above_threshold,222
Green Rock Wall,44,mean_observed_density,36.25,2024-11-01,0.395,39.5,low_endemic,3,disturbed_reef_reduced_K,20,extreme_warm,32,0.0027303721331985464,7.9,TRUE,above_threshold,223
Green Rock Wall,44,mean_observed_density,36.25,2024-11-01,0.395,39.5,low_endemic,3,disturbed_reef_reduced_K,20,warm,31,0.0037267965227149014,7.9,TRUE,above_threshold,224
Green Rock Wall,44,mean_observed_density,36.25,2024-11-01,0.395,39.5,low_endemic,3,high_coral_high_K,100,cool,27,0.004258352536147206,39.5,TRUE,near_threshold,225
Green Rock Wall,44,mean_observed_density,36.25,2024-11-01,0.395,39.5,low_endemic,3,high_coral_high_K,100,current_mean,29,0.004975062395963412,39.5,TRUE,near_threshold,226
Green Rock Wall,44,mean_observed_density,36.25,2024-11-01,0.395,39.5,low_endemic,3,high_coral_high_K,100,extreme_warm,32,0.0027303721331985464,39.5,TRUE,near_threshold,227
Green Rock Wall,44,mean_observed_density,36.25,2024-11-01,0.395,39.5,low_endemic,3,high_coral_high_K,100,warm,31,0.0037267965227149014,39.5,TRUE,near_threshold,228
Green Rock Wall,44,mean_observed_density,36.25,2024-11-01,0.395,39.5,low_endemic,3,low_coral_low_K,25,cool,27,0.004258352536147206,9.875,TRUE,above_threshold,229
Green Rock Wall,44,mean_observed_density,36.25,2024-11-01,0.395,39.5,low_endemic,3,low_coral_low_K,25,current_mean,29,0.004975062395963412,9.875,TRUE,above_threshold,230
Green Rock Wall,44,mean_observed_density,36.25,2024-11-01,0.395,39.5,low_endemic,3,low_coral_low_K,25,extreme_warm,32,0.0027303721331985464,9.875,TRUE,above_threshold,231
Green Rock Wall,44,mean_observed_density,36.25,2024-11-01,0.395,39.5,low_endemic,3,low_coral_low_K,25,warm,31,0.0037267965227149014,9.875,TRUE,above_threshold,232
Green Rock Wall,44,mean_observed_density,36.25,2024-11-01,0.395,39.5,low_endemic,3,moderate_coral_moderate_K,50,cool,27,0.004258352536147206,19.75,TRUE,above_threshold,233
Green Rock Wall,44,mean_observed_density,36.25,2024-11-01,0.395,39.5,low_endemic,3,moderate_coral_moderate_K,50,current_mean,29,0.004975062395963412,19.75,TRUE,above_threshold,234
Green Rock Wall,44,mean_observed_density,36.25,2024-11-01,0.395,39.5,low_endemic,3,moderate_coral_moderate_K,50,extreme_warm,32,0.0027303721331985464,19.75,TRUE,above_threshold,235
Green Rock Wall,44,mean_observed_density,36.25,2024-11-01,0.395,39.5,low_endemic,3,moderate_coral_moderate_K,50,warm,31,0.0037267965227149014,19.75,TRUE,above_threshold,236
Green Rock Wall,44,mean_observed_density,36.25,2024-11-01,0.395,39.5,low_endemic,3,recovery_reef_increasing_K,75,cool,27,0.004258352536147206,29.625,TRUE,above_threshold,237
Green Rock Wall,44,mean_observed_density,36.25,2024-11-01,0.395,39.5,low_endemic,3,recovery_reef_increasing_K,75,current_mean,29,0.004975062395963412,29.625,TRUE,above_threshold,238
Green Rock Wall,44,mean_observed_density,36.25,2024-11-01,0.395,39.5,low_endemic,3,recovery_reef_increasing_K,75,extreme_warm,32,0.0027303721331985464,29.625,TRUE,above_threshold,239
Green Rock Wall,44,mean_observed_density,36.25,2024-11-01,0.395,39.5,low_endemic,3,recovery_reef_increasing_K,75,warm,31,0.0037267965227149014,29.625,TRUE,above_threshold,240
Red Rock Wall,32,max_observed_density,55,2024-11-01,0.5,50,base_endemic,8,disturbed_reef_reduced_K,20,cool,27,0.004258352536147206,10,TRUE,above_threshold,241
Red Rock Wall,32,max_observed_density,55,2024-11-01,0.5,50,base_endemic,8,disturbed_reef_reduced_K,20,current_mean,29,0.004975062395963412,10,TRUE,above_threshold,242
Red Rock Wall,32,max_observed_density,55,2024-11-01,0.5,50,base_endemic,8,disturbed_reef_reduced_K,20,extreme_warm,32,0.0027303721331985464,10,TRUE,above_threshold,243
Red Rock Wall,32,max_observed_density,55,2024-11-01,0.5,50,base_endemic,8,disturbed_reef_reduced_K,20,warm,31,0.0037267965227149014,10,TRUE,above_threshold,244
Red Rock Wall,32,max_observed_density,55,2024-11-01,0.5,50,base_endemic,8,high_coral_high_K,100,cool,27,0.004258352536147206,50,TRUE,near_threshold,245
Red Rock Wall,32,max_observed_density,55,2024-11-01,0.5,50,base_endemic,8,high_coral_high_K,100,current_mean,29,0.004975062395963412,50,TRUE,near_threshold,246
Red Rock Wall,32,max_observed_density,55,2024-11-01,0.5,50,base_endemic,8,high_coral_high_K,100,extreme_warm,32,0.0027303721331985464,50,TRUE,near_threshold,247
Red Rock Wall,32,max_observed_density,55,2024-11-01,0.5,50,base_endemic,8,high_coral_high_K,100,warm,31,0.0037267965227149014,50,TRUE,near_threshold,248
Red Rock Wall,32,max_observed_density,55,2024-11-01,0.5,50,base_endemic,8,low_coral_low_K,25,cool,27,0.004258352536147206,12.5,TRUE,above_threshold,249
Red Rock Wall,32,max_observed_density,55,2024-11-01,0.5,50,base_endemic,8,low_coral_low_K,25,current_mean,29,0.004975062395963412,12.5,TRUE,above_threshold,250
Red Rock Wall,32,max_observed_density,55,2024-11-01,0.5,50,base_endemic,8,low_coral_low_K,25,extreme_warm,32,0.0027303721331985464,12.5,TRUE,above_threshold,251
Red Rock Wall,32,max_observed_density,55,2024-11-01,0.5,50,base_endemic,8,low_coral_low_K,25,warm,31,0.0037267965227149014,12.5,TRUE,above_threshold,252
Red Rock Wall,32,max_observed_density,55,2024-11-01,0.5,50,base_endemic,8,moderate_coral_moderate_K,50,cool,27,0.004258352536147206,25,TRUE,above_threshold,253
Red Rock Wall,32,max_observed_density,55,2024-11-01,0.5,50,base_endemic,8,moderate_coral_moderate_K,50,current_mean,29,0.004975062395963412,25,TRUE,above_threshold,254
Red Rock Wall,32,max_observed_density,55,2024-11-01,0.5,50,base_endemic,8,moderate_coral_moderate_K,50,extreme_warm,32,0.0027303721331985464,25,TRUE,above_threshold,255
Red Rock Wall,32,max_observed_density,55,2024-11-01,0.5,50,base_endemic,8,moderate_coral_moderate_K,50,warm,31,0.0037267965227149014,25,TRUE,above_threshold,256
Red Rock Wall,32,max_observed_density,55,2024-11-01,0.5,50,base_endemic,8,recovery_reef_increasing_K,75,cool,27,0.004258352536147206,37.5,TRUE,above_threshold,257
Red Rock Wall,32,max_observed_density,55,2024-11-01,0.5,50,base_endemic,8,recovery_reef_increasing_K,75,current_mean,29,0.004975062395963412,37.5,TRUE,above_threshold,258
Red Rock Wall,32,max_observed_density,55,2024-11-01,0.5,50,base_endemic,8,recovery_reef_increasing_K,75,extreme_warm,32,0.0027303721331985464,37.5,TRUE,above_threshold,259
Red Rock Wall,32,max_observed_density,55,2024-11-01,0.5,50,base_endemic,8,recovery_reef_increasing_K,75,warm,31,0.0037267965227149014,37.5,TRUE,above_threshold,260
Red Rock Wall,32,max_observed_density,55,2024-11-01,0.5,50,high_endemic,10,disturbed_reef_reduced_K,20,cool,27,0.004258352536147206,10,FALSE,above_threshold,261
Red Rock Wall,32,max_observed_density,55,2024-11-01,0.5,50,high_endemic,10,disturbed_reef_reduced_K,20,current_mean,29,0.004975062395963412,10,FALSE,above_threshold,262
Red Rock Wall,32,max_observed_density,55,2024-11-01,0.5,50,high_endemic,10,disturbed_reef_reduced_K,20,extreme_warm,32,0.0027303721331985464,10,FALSE,above_threshold,263
Red Rock Wall,32,max_observed_density,55,2024-11-01,0.5,50,high_endemic,10,disturbed_reef_reduced_K,20,warm,31,0.0037267965227149014,10,FALSE,above_threshold,264
Red Rock Wall,32,max_observed_density,55,2024-11-01,0.5,50,high_endemic,10,high_coral_high_K,100,cool,27,0.004258352536147206,50,TRUE,near_threshold,265
Red Rock Wall,32,max_observed_density,55,2024-11-01,0.5,50,high_endemic,10,high_coral_high_K,100,current_mean,29,0.004975062395963412,50,TRUE,near_threshold,266
Red Rock Wall,32,max_observed_density,55,2024-11-01,0.5,50,high_endemic,10,high_coral_high_K,100,extreme_warm,32,0.0027303721331985464,50,TRUE,near_threshold,267
Red Rock Wall,32,max_observed_density,55,2024-11-01,0.5,50,high_endemic,10,high_coral_high_K,100,warm,31,0.0037267965227149014,50,TRUE,near_threshold,268
Red Rock Wall,32,max_observed_density,55,2024-11-01,0.5,50,high_endemic,10,low_coral_low_K,25,cool,27,0.004258352536147206,12.5,TRUE,above_threshold,269
Red Rock Wall,32,max_observed_density,55,2024-11-01,0.5,50,high_endemic,10,low_coral_low_K,25,current_mean,29,0.004975062395963412,12.5,TRUE,above_threshold,270
Red Rock Wall,32,max_observed_density,55,2024-11-01,0.5,50,high_endemic,10,low_coral_low_K,25,extreme_warm,32,0.0027303721331985464,12.5,TRUE,above_threshold,271
Red Rock Wall,32,max_observed_density,55,2024-11-01,0.5,50,high_endemic,10,low_coral_low_K,25,warm,31,0.0037267965227149014,12.5,TRUE,above_threshold,272
Red Rock Wall,32,max_observed_density,55,2024-11-01,0.5,50,high_endemic,10,moderate_coral_moderate_K,50,cool,27,0.004258352536147206,25,TRUE,above_threshold,273
Red Rock Wall,32,max_observed_density,55,2024-11-01,0.5,50,high_endemic,10,moderate_coral_moderate_K,50,current_mean,29,0.004975062395963412,25,TRUE,above_threshold,274
Red Rock Wall,32,max_observed_density,55,2024-11-01,0.5,50,high_endemic,10,moderate_coral_moderate_K,50,extreme_warm,32,0.0027303721331985464,25,TRUE,above_threshold,275
Red Rock Wall,32,max_observed_density,55,2024-11-01,0.5,50,high_endemic,10,moderate_coral_moderate_K,50,warm,31,0.0037267965227149014,25,TRUE,above_threshold,276
Red Rock Wall,32,max_observed_density,55,2024-11-01,0.5,50,high_endemic,10,recovery_reef_increasing_K,75,cool,27,0.004258352536147206,37.5,TRUE,above_threshold,277
Red Rock Wall,32,max_observed_density,55,2024-11-01,0.5,50,high_endemic,10,recovery_reef_increasing_K,75,current_mean,29,0.004975062395963412,37.5,TRUE,above_threshold,278
Red Rock Wall,32,max_observed_density,55,2024-11-01,0.5,50,high_endemic,10,recovery_reef_increasing_K,75,extreme_warm,32,0.0027303721331985464,37.5,TRUE,above_threshold,279
Red Rock Wall,32,max_observed_density,55,2024-11-01,0.5,50,high_endemic,10,recovery_reef_increasing_K,75,warm,31,0.0037267965227149014,37.5,TRUE,above_threshold,280
Red Rock Wall,32,max_observed_density,55,2024-11-01,0.5,50,low_endemic,3,disturbed_reef_reduced_K,20,cool,27,0.004258352536147206,10,TRUE,above_threshold,281
Red Rock Wall,32,max_observed_density,55,2024-11-01,0.5,50,low_endemic,3,disturbed_reef_reduced_K,20,current_mean,29,0.004975062395963412,10,TRUE,above_threshold,282
Red Rock Wall,32,max_observed_density,55,2024-11-01,0.5,50,low_endemic,3,disturbed_reef_reduced_K,20,extreme_warm,32,0.0027303721331985464,10,TRUE,above_threshold,283
Red Rock Wall,32,max_observed_density,55,2024-11-01,0.5,50,low_endemic,3,disturbed_reef_reduced_K,20,warm,31,0.0037267965227149014,10,TRUE,above_threshold,284
Red Rock Wall,32,max_observed_density,55,2024-11-01,0.5,50,low_endemic,3,high_coral_high_K,100,cool,27,0.004258352536147206,50,TRUE,near_threshold,285
Red Rock Wall,32,max_observed_density,55,2024-11-01,0.5,50,low_endemic,3,high_coral_high_K,100,current_mean,29,0.004975062395963412,50,TRUE,near_threshold,286
Red Rock Wall,32,max_observed_density,55,2024-11-01,0.5,50,low_endemic,3,high_coral_high_K,100,extreme_warm,32,0.0027303721331985464,50,TRUE,near_threshold,287
Red Rock Wall,32,max_observed_density,55,2024-11-01,0.5,50,low_endemic,3,high_coral_high_K,100,warm,31,0.0037267965227149014,50,TRUE,near_threshold,288
Red Rock Wall,32,max_observed_density,55,2024-11-01,0.5,50,low_endemic,3,low_coral_low_K,25,cool,27,0.004258352536147206,12.5,TRUE,above_threshold,289
Red Rock Wall,32,max_observed_density,55,2024-11-01,0.5,50,low_endemic,3,low_coral_low_K,25,current_mean,29,0.004975062395963412,12.5,TRUE,above_threshold,290
Red Rock Wall,32,max_observed_density,55,2024-11-01,0.5,50,low_endemic,3,low_coral_low_K,25,extreme_warm,32,0.0027303721331985464,12.5,TRUE,above_threshold,291
Red Rock Wall,32,max_observed_density,55,2024-11-01,0.5,50,low_endemic,3,low_coral_low_K,25,warm,31,0.0037267965227149014,12.5,TRUE,above_threshold,292
Red Rock Wall,32,max_observed_density,55,2024-11-01,0.5,50,low_endemic,3,moderate_coral_moderate_K,50,cool,27,0.004258352536147206,25,TRUE,above_threshold,293
Red Rock Wall,32,max_observed_density,55,2024-11-01,0.5,50,low_endemic,3,moderate_coral_moderate_K,50,current_mean,29,0.004975062395963412,25,TRUE,above_threshold,294
Red Rock Wall,32,max_observed_density,55,2024-11-01,0.5,50,low_endemic,3,moderate_coral_moderate_K,50,extreme_warm,32,0.0027303721331985464,25,TRUE,above_threshold,295
Red Rock Wall,32,max_observed_density,55,2024-11-01,0.5,50,low_endemic,3,moderate_coral_moderate_K,50,warm,31,0.0037267965227149014,25,TRUE,above_threshold,296
Red Rock Wall,32,max_observed_density,55,2024-11-01,0.5,50,low_endemic,3,recovery_reef_increasing_K,75,cool,27,0.004258352536147206,37.5,TRUE,above_threshold,297
Red Rock Wall,32,max_observed_density,55,2024-11-01,0.5,50,low_endemic,3,recovery_reef_increasing_K,75,current_mean,29,0.004975062395963412,37.5,TRUE,above_threshold,298
Red Rock Wall,32,max_observed_density,55,2024-11-01,0.5,50,low_endemic,3,recovery_reef_increasing_K,75,extreme_warm,32,0.0027303721331985464,37.5,TRUE,above_threshold,299
Red Rock Wall,32,max_observed_density,55,2024-11-01,0.5,50,low_endemic,3,recovery_reef_increasing_K,75,warm,31,0.0037267965227149014,37.5,TRUE,above_threshold,300
Red Rock Wall,32,mean_observed_density,29.21875,2024-11-01,0.5,50,base_endemic,8,disturbed_reef_reduced_K,20,cool,27,0.004258352536147206,10,TRUE,above_threshold,301
Red Rock Wall,32,mean_observed_density,29.21875,2024-11-01,0.5,50,base_endemic,8,disturbed_reef_reduced_K,20,current_mean,29,0.004975062395963412,10,TRUE,above_threshold,302
Red Rock Wall,32,mean_observed_density,29.21875,2024-11-01,0.5,50,base_endemic,8,disturbed_reef_reduced_K,20,extreme_warm,32,0.0027303721331985464,10,TRUE,above_threshold,303
Red Rock Wall,32,mean_observed_density,29.21875,2024-11-01,0.5,50,base_endemic,8,disturbed_reef_reduced_K,20,warm,31,0.0037267965227149014,10,TRUE,above_threshold,304
Red Rock Wall,32,mean_observed_density,29.21875,2024-11-01,0.5,50,base_endemic,8,high_coral_high_K,100,cool,27,0.004258352536147206,50,TRUE,below_threshold,305
Red Rock Wall,32,mean_observed_density,29.21875,2024-11-01,0.5,50,base_endemic,8,high_coral_high_K,100,current_mean,29,0.004975062395963412,50,TRUE,below_threshold,306
Red Rock Wall,32,mean_observed_density,29.21875,2024-11-01,0.5,50,base_endemic,8,high_coral_high_K,100,extreme_warm,32,0.0027303721331985464,50,TRUE,below_threshold,307
Red Rock Wall,32,mean_observed_density,29.21875,2024-11-01,0.5,50,base_endemic,8,high_coral_high_K,100,warm,31,0.0037267965227149014,50,TRUE,below_threshold,308
Red Rock Wall,32,mean_observed_density,29.21875,2024-11-01,0.5,50,base_endemic,8,low_coral_low_K,25,cool,27,0.004258352536147206,12.5,TRUE,above_threshold,309
Red Rock Wall,32,mean_observed_density,29.21875,2024-11-01,0.5,50,base_endemic,8,low_coral_low_K,25,current_mean,29,0.004975062395963412,12.5,TRUE,above_threshold,310
Red Rock Wall,32,mean_observed_density,29.21875,2024-11-01,0.5,50,base_endemic,8,low_coral_low_K,25,extreme_warm,32,0.0027303721331985464,12.5,TRUE,above_threshold,311
Red Rock Wall,32,mean_observed_density,29.21875,2024-11-01,0.5,50,base_endemic,8,low_coral_low_K,25,warm,31,0.0037267965227149014,12.5,TRUE,above_threshold,312
Red Rock Wall,32,mean_observed_density,29.21875,2024-11-01,0.5,50,base_endemic,8,moderate_coral_moderate_K,50,cool,27,0.004258352536147206,25,TRUE,above_threshold,313
Red Rock Wall,32,mean_observed_density,29.21875,2024-11-01,0.5,50,base_endemic,8,moderate_coral_moderate_K,50,current_mean,29,0.004975062395963412,25,TRUE,above_threshold,314
Red Rock Wall,32,mean_observed_density,29.21875,2024-11-01,0.5,50,base_endemic,8,moderate_coral_moderate_K,50,extreme_warm,32,0.0027303721331985464,25,TRUE,above_threshold,315
Red Rock Wall,32,mean_observed_density,29.21875,2024-11-01,0.5,50,base_endemic,8,moderate_coral_moderate_K,50,warm,31,0.0037267965227149014,25,TRUE,above_threshold,316
