site,n_surveys,N0_type,N0,substrate_date,live_coral_prop,live_coral_percent,state1_scenario,State_1,kc_scenario,K_c,sst_scenario,SST,r_T,K_t,valid_state_order,observed_threshold_position,sim_id
Red Rock Wall,32,mean_observed_density,29.21875,2024-11-01,0.5,50,base_endemic,8,recovery_reef_increasing_K,75,cool,27,0.004258352536147206,37.5,TRUE,below_threshold,317
Red Rock Wall,32,mean_observed_density,29.21875,2024-11-01,0.5,50,base_endemic,8,recovery_reef_increasing_K,75,current_mean,29,0.004975062395963412,37.5,TRUE,below_threshold,318
Red Rock Wall,32,mean_observed_density,29.21875,2024-11-01,0.5,50,base_endemic,8,recovery_reef_increasing_K,75,extreme_warm,32,0.0027303721331985464,37.5,TRUE,below_threshold,319
Red Rock Wall,32,mean_observed_density,29.21875,2024-11-01,0.5,50,base_endemic,8,recovery_reef_increasing_K,75,warm,31,0.0037267965227149014,37.5,TRUE,below_threshold,320
Red Rock Wall,32,mean_observed_density,29.21875,2024-11-01,0.5,50,high_endemic,10,disturbed_reef_reduced_K,20,cool,27,0.004258352536147206,10,FALSE,above_threshold,321
Red Rock Wall,32,mean_observed_density,29.21875,2024-11-01,0.5,50,high_endemic,10,disturbed_reef_reduced_K,20,current_mean,29,0.004975062395963412,10,FALSE,above_threshold,322
Red Rock Wall,32,mean_observed_density,29.21875,2024-11-01,0.5,50,high_endemic,10,disturbed_reef_reduced_K,20,extreme_warm,32,0.0027303721331985464,10,FALSE,above_threshold,323
Red Rock Wall,32,mean_observed_density,29.21875,2024-11-01,0.5,50,high_endemic,10,disturbed_reef_reduced_K,20,warm,31,0.0037267965227149014,10,FALSE,above_threshold,324
Red Rock Wall,32,mean_observed_density,29.21875,2024-11-01,0.5,50,high_endemic,10,high_coral_high_K,100,cool,27,0.004258352536147206,50,TRUE,below_threshold,325
Red Rock Wall,32,mean_observed_density,29.21875,2024-11-01,0.5,50,high_endemic,10,high_coral_high_K,100,current_mean,29,0.004975062395963412,50,TRUE,below_threshold,326
Red Rock Wall,32,mean_observed_density,29.21875,2024-11-01,0.5,50,high_endemic,10,high_coral_high_K,100,extreme_warm,32,0.0027303721331985464,50,TRUE,below_threshold,327
Red Rock Wall,32,mean_observed_density,29.21875,2024-11-01,0.5,50,high_endemic,10,high_coral_high_K,100,warm,31,0.0037267965227149014,50,TRUE,below_threshold,328
Red Rock Wall,32,mean_observed_density,29.21875,2024-11-01,0.5,50,high_endemic,10,low_coral_low_K,25,cool,27,0.004258352536147206,12.5,TRUE,above_threshold,329
Red Rock Wall,32,mean_observed_density,29.21875,2024-11-01,0.5,50,high_endemic,10,low_coral_low_K,25,current_mean,29,0.004975062395963412,12.5,TRUE,above_threshold,330
Red Rock Wall,32,mean_observed_density,29.21875,2024-11-01,0.5,50,high_endemic,10,low_coral_low_K,25,extreme_warm,32,0.0027303721331985464,12.5,TRUE,above_threshold,331
Red Rock Wall,32,mean_observed_density,29.21875,2024-11-01,0.5,50,high_endemic,10,low_coral_low_K,25,warm,31,0.0037267965227149014,12.5,TRUE,above_threshold,332
Red Rock Wall,32,mean_observed_density,29.21875,2024-11-01,0.5,50,high_endemic,10,moderate_coral_moderate_K,50,cool,27,0.004258352536147206,25,TRUE,above_threshold,333
Red Rock Wall,32,mean_observed_density,29.21875,2024-11-01,0.5,50,high_endemic,10,moderate_coral_moderate_K,50,current_mean,29,0.004975062395963412,25,TRUE,above_threshold,334
Red Rock Wall,32,mean_observed_density,29.21875,2024-11-01,0.5,50,high_endemic,10,moderate_coral_moderate_K,50,extreme_warm,32,0.0027303721331985464,25,TRUE,above_threshold,335
Red Rock Wall,32,mean_observed_density,29.21875,2024-11-01,0.5,50,high_endemic,10,moderate_coral_moderate_K,50,warm,31,0.0037267965227149014,25,TRUE,above_threshold,336
Red Rock Wall,32,mean_observed_density,29.21875,2024-11-01,0.5,50,high_endemic,10,recovery_reef_increasing_K,75,cool,27,0.004258352536147206,37.5,TRUE,below_threshold,337
Red Rock Wall,32,mean_observed_density,29.21875,2024-11-01,0.5,50,high_endemic,10,recovery_reef_increasing_K,75,current_mean,29,0.004975062395963412,37.5,TRUE,below_threshold,338
Red Rock Wall,32,mean_observed_density,29.21875,2024-11-01,0.5,50,high_endemic,10,recovery_reef_increasing_K,75,extreme_warm,32,0.0027303721331985464,37.5,TRUE,below_threshold,339
Red Rock Wall,32,mean_observed_density,29.21875,2024-11-01,0.5,50,high_endemic,10,recovery_reef_increasing_K,75,warm,31,0.0037267965227149014,37.5,TRUE,below_threshold,340
Red Rock Wall,32,mean_observed_density,29.21875,2024-11-01,0.5,50,low_endemic,3,disturbed_reef_reduced_K,20,cool,27,0.004258352536147206,10,TRUE,above_threshold,341
Red Rock Wall,32,mean_observed_density,29.21875,2024-11-01,0.5,50,low_endemic,3,disturbed_reef_reduced_K,20,current_mean,29,0.004975062395963412,10,TRUE,above_threshold,342
Red Rock Wall,32,mean_observed_density,29.21875,2024-11-01,0.5,50,low_endemic,3,disturbed_reef_reduced_K,20,extreme_warm,32,0.0027303721331985464,10,TRUE,above_threshold,343
Red Rock Wall,32,mean_observed_density,29.21875,2024-11-01,0.5,50,low_endemic,3,disturbed_reef_reduced_K,20,warm,31,0.0037267965227149014,10,TRUE,above_threshold,344
Red Rock Wall,32,mean_observed_density,29.21875,2024-11-01,0.5,50,low_endemic,3,high_coral_high_K,100,cool,27,0.004258352536147206,50,TRUE,below_threshold,345
Red Rock Wall,32,mean_observed_density,29.21875,2024-11-01,0.5,50,low_endemic,3,high_coral_high_K,100,current_mean,29,0.004975062395963412,50,TRUE,below_threshold,346
Red Rock Wall,32,mean_observed_density,29.21875,2024-11-01,0.5,50,low_endemic,3,high_coral_high_K,100,extreme_warm,32,0.0027303721331985464,50,TRUE,below_threshold,347
Red Rock Wall,32,mean_observed_density,29.21875,2024-11-01,0.5,50,low_endemic,3,high_coral_high_K,100,warm,31,0.0037267965227149014,50,TRUE,below_threshold,348
Red Rock Wall,32,mean_observed_density,29.21875,2024-11-01,0.5,50,low_endemic,3,low_coral_low_K,25,cool,27,0.004258352536147206,12.5,TRUE,above_threshold,349
Red Rock Wall,32,mean_observed_density,29.21875,2024-11-01,0.5,50,low_endemic,3,low_coral_low_K,25,current_mean,29,0.004975062395963412,12.5,TRUE,above_threshold,350
Red Rock Wall,32,mean_observed_density,29.21875,2024-11-01,0.5,50,low_endemic,3,low_coral_low_K,25,extreme_warm,32,0.0027303721331985464,12.5,TRUE,above_threshold,351
Red Rock Wall,32,mean_observed_density,29.21875,2024-11-01,0.5,50,low_endemic,3,low_coral_low_K,25,warm,31,0.0037267965227149014,12.5,TRUE,above_threshold,352
Red Rock Wall,32,mean_observed_density,29.21875,2024-11-01,0.5,50,low_endemic,3,moderate_coral_moderate_K,50,cool,27,0.004258352536147206,25,TRUE,above_threshold,353
Red Rock Wall,32,mean_observed_density,29.21875,2024-11-01,0.5,50,low_endemic,3,moderate_coral_moderate_K,50,current_mean,29,0.004975062395963412,25,TRUE,above_threshold,354
Red Rock Wall,32,mean_observed_density,29.21875,2024-11-01,0.5,50,low_endemic,3,moderate_coral_moderate_K,50,extreme_warm,32,0.0027303721331985464,25,TRUE,above_threshold,355
Red Rock Wall,32,mean_observed_density,29.21875,2024-11-01,0.5,50,low_endemic,3,moderate_coral_moderate_K,50,warm,31,0.0037267965227149014,25,TRUE,above_threshold,356
Red Rock Wall,32,mean_observed_density,29.21875,2024-11-01,0.5,50,low_endemic,3,recovery_reef_increasing_K,75,cool,27,0.004258352536147206,37.5,TRUE,below_threshold,357
Red Rock Wall,32,mean_observed_density,29.21875,2024-11-01,0.5,50,low_endemic,3,recovery_reef_increasing_K,75,current_mean,29,0.004975062395963412,37.5,TRUE,below_threshold,358
Red Rock Wall,32,mean_observed_density,29.21875,2024-11-01,0.5,50,low_endemic,3,recovery_reef_increasing_K,75,extreme_warm,32,0.0027303721331985464,37.5,TRUE,below_threshold,359
Red Rock Wall,32,mean_observed_density,29.21875,2024-11-01,0.5,50,low_endemic,3,recovery_reef_increasing_K,75,warm,31,0.0037267965227149014,37.5,TRUE,below_threshold,360
Shark Island,20,max_observed_density,20,NA,NA,NA,base_endemic,8,disturbed_reef_reduced_K,20,cool,27,0.004258352536147206,NA,NA,NA,361
Shark Island,20,max_observed_density,20,NA,NA,NA,base_endemic,8,disturbed_reef_reduced_K,20,current_mean,29,0.004975062395963412,NA,NA,NA,362
Shark Island,20,max_observed_density,20,NA,NA,NA,base_endemic,8,disturbed_reef_reduced_K,20,extreme_warm,32,0.0027303721331985464,NA,NA,NA,363
Shark Island,20,max_observed_density,20,NA,NA,NA,base_endemic,8,disturbed_reef_reduced_K,20,warm,31,0.0037267965227149014,NA,NA,NA,364
Shark Island,20,max_observed_density,20,NA,NA,NA,base_endemic,8,high_coral_high_K,100,cool,27,0.004258352536147206,NA,NA,NA,365
Shark Island,20,max_observed_density,20,NA,NA,NA,base_endemic,8,high_coral_high_K,100,current_mean,29,0.004975062395963412,NA,NA,NA,366
Shark Island,20,max_observed_density,20,NA,NA,NA,base_endemic,8,high_coral_high_K,100,extreme_warm,32,0.0027303721331985464,NA,NA,NA,367
Shark Island,20,max_observed_density,20,NA,NA,NA,base_endemic,8,high_coral_high_K,100,warm,31,0.0037267965227149014,NA,NA,NA,368
Shark Island,20,max_observed_density,20,NA,NA,NA,base_endemic,8,low_coral_low_K,25,cool,27,0.004258352536147206,NA,NA,NA,369
Shark Island,20,max_observed_density,20,NA,NA,NA,base_endemic,8,low_coral_low_K,25,current_mean,29,0.004975062395963412,NA,NA,NA,370
Shark Island,20,max_observed_density,20,NA,NA,NA,base_endemic,8,low_coral_low_K,25,extreme_warm,32,0.0027303721331985464,NA,NA,NA,371
Shark Island,20,max_observed_density,20,NA,NA,NA,base_endemic,8,low_coral_low_K,25,warm,31,0.0037267965227149014,NA,NA,NA,372
Shark Island,20,max_observed_density,20,NA,NA,NA,base_endemic,8,moderate_coral_moderate_K,50,cool,27,0.004258352536147206,NA,NA,NA,373
Shark Island,20,max_observed_density,20,NA,NA,NA,base_endemic,8,moderate_coral_moderate_K,50,current_mean,29,0.004975062395963412,NA,NA,NA,374
Shark Island,20,max_observed_density,20,NA,NA,NA,base_endemic,8,moderate_coral_moderate_K,50,extreme_warm,32,0.0027303721331985464,NA,NA,NA,375
Shark Island,20,max_observed_density,20,NA,NA,NA,base_endemic,8,moderate_coral_moderate_K,50,warm,31,0.0037267965227149014,NA,NA,NA,376
Shark Island,20,max_observed_density,20,NA,NA,NA,base_endemic,8,recovery_reef_increasing_K,75,cool,27,0.004258352536147206,NA,NA,NA,377
Shark Island,20,max_observed_density,20,NA,NA,NA,base_endemic,8,recovery_reef_increasing_K,75,current_mean,29,0.004975062395963412,NA,NA,NA,378
Shark Island,20,max_observed_density,20,NA,NA,NA,base_endemic,8,recovery_reef_increasing_K,75,extreme_warm,32,0.0027303721331985464,NA,NA,NA,379
Shark Island,20,max_observed_density,20,NA,NA,NA,base_endemic,8,recovery_reef_increasing_K,75,warm,31,0.0037267965227149014,NA,NA,NA,380
Shark Island,20,max_observed_density,20,NA,NA,NA,high_endemic,10,disturbed_reef_reduced_K,20,cool,27,0.004258352536147206,NA,NA,NA,381
Shark Island,20,max_observed_density,20,NA,NA,NA,high_endemic,10,disturbed_reef_reduced_K,20,current_mean,29,0.004975062395963412,NA,NA,NA,382
Shark Island,20,max_observed_density,20,NA,NA,NA,high_endemic,10,disturbed_reef_reduced_K,20,extreme_warm,32,0.0027303721331985464,NA,NA,NA,383
Shark Island,20,max_observed_density,20,NA,NA,NA,high_endemic,10,disturbed_reef_reduced_K,20,warm,31,0.0037267965227149014,NA,NA,NA,384
Shark Island,20,max_observed_density,20,NA,NA,NA,high_endemic,10,high_coral_high_K,100,cool,27,0.004258352536147206,NA,NA,NA,385
Shark Island,20,max_observed_density,20,NA,NA,NA,high_endemic,10,high_coral_high_K,100,current_mean,29,0.004975062395963412,NA,NA,NA,386
Shark Island,20,max_observed_density,20,NA,NA,NA,high_endemic,10,high_coral_high_K,100,extreme_warm,32,0.0027303721331985464,NA,NA,NA,387
Shark Island,20,max_observed_density,20,NA,NA,NA,high_endemic,10,high_coral_high_K,100,warm,31,0.0037267965227149014,NA,NA,NA,388
Shark Island,20,max_observed_density,20,NA,NA,NA,high_endemic,10,low_coral_low_K,25,cool,27,0.004258352536147206,NA,NA,NA,389
Shark Island,20,max_observed_density,20,NA,NA,NA,high_endemic,10,low_coral_low_K,25,current_mean,29,0.004975062395963412,NA,NA,NA,390
Shark Island,20,max_observed_density,20,NA,NA,NA,high_endemic,10,low_coral_low_K,25,extreme_warm,32,0.0027303721331985464,NA,NA,NA,391
Shark Island,20,max_observed_density,20,NA,NA,NA,high_endemic,10,low_coral_low_K,25,warm,31,0.0037267965227149014,NA,NA,NA,392
Shark Island,20,max_observed_density,20,NA,NA,NA,high_endemic,10,moderate_coral_moderate_K,50,cool,27,0.004258352536147206,NA,NA,NA,393
Shark Island,20,max_observed_density,20,NA,NA,NA,high_endemic,10,moderate_coral_moderate_K,50,current_mean,29,0.004975062395963412,NA,NA,NA,394
Shark Island,20,max_observed_density,20,NA,NA,NA,high_endemic,10,moderate_coral_moderate_K,50,extreme_warm,32,0.0027303721331985464,NA,NA,NA,395
Shark Island,20,max_observed_density,20,NA,NA,NA,high_endemic,10,moderate_coral_moderate_K,50,warm,31,0.0037267965227149014,NA,NA,NA,396
Shark Island,20,max_observed_density,20,NA,NA,NA,high_endemic,10,recovery_reef_increasing_K,75,cool,27,0.004258352536147206,NA,NA,NA,397
Shark Island,20,max_observed_density,20,NA,NA,NA,high_endemic,10,recovery_reef_increasing_K,75,current_mean,29,0.004975062395963412,NA,NA,NA,398
Shark Island,20,max_observed_density,20,NA,NA,NA,high_endemic,10,recovery_reef_increasing_K,75,extreme_warm,32,0.0027303721331985464,NA,NA,NA,399
Shark Island,20,max_observed_density,20,NA,NA,NA,high_endemic,10,recovery_reef_increasing_K,75,warm,31,0.0037267965227149014,NA,NA,NA,400
Shark Island,20,max_observed_density,20,NA,NA,NA,low_endemic,3,disturbed_reef_reduced_K,20,cool,27,0.004258352536147206,NA,NA,NA,401
Shark Island,20,max_observed_density,20,NA,NA,NA,low_endemic,3,disturbed_reef_reduced_K,20,current_mean,29,0.004975062395963412,NA,NA,NA,402
Shark Island,20,max_observed_density,20,NA,NA,NA,low_endemic,3,disturbed_reef_reduced_K,20,extreme_warm,32,0.0027303721331985464,NA,NA,NA,403
Shark Island,20,max_observed_density,20,NA,NA,NA,low_endemic,3,disturbed_reef_reduced_K,20,warm,31,0.0037267965227149014,NA,NA,NA,404
Shark Island,20,max_observed_density,20,NA,NA,NA,low_endemic,3,high_coral_high_K,100,cool,27,0.004258352536147206,NA,NA,NA,405
Shark Island,20,max_observed_density,20,NA,NA,NA,low_endemic,3,high_coral_high_K,100,current_mean,29,0.004975062395963412,NA,NA,NA,406
Shark Island,20,max_observed_density,20,NA,NA,NA,low_endemic,3,high_coral_high_K,100,extreme_warm,32,0.0027303721331985464,NA,NA,NA,407
Shark Island,20,max_observed_density,20,NA,NA,NA,low_endemic,3,high_coral_high_K,100,warm,31,0.0037267965227149014,NA,NA,NA,408
Shark Island,20,max_observed_density,20,NA,NA,NA,low_endemic,3,low_coral_low_K,25,cool,27,0.004258352536147206,NA,NA,NA,409
Shark Island,20,max_observed_density,20,NA,NA,NA,low_endemic,3,low_coral_low_K,25,current_mean,29,0.004975062395963412,NA,NA,NA,410
Shark Island,20,max_observed_density,20,NA,NA,NA,low_endemic,3,low_coral_low_K,25,extreme_warm,32,0.0027303721331985464,NA,NA,NA,411
Shark Island,20,max_observed_density,20,NA,NA,NA,low_endemic,3,low_coral_low_K,25,warm,31,0.0037267965227149014,NA,NA,NA,412
Shark Island,20,max_observed_density,20,NA,NA,NA,low_endemic,3,moderate_coral_moderate_K,50,cool,27,0.004258352536147206,NA,NA,NA,413
Shark Island,20,max_observed_density,20,NA,NA,NA,low_endemic,3,moderate_coral_moderate_K,50,current_mean,29,0.004975062395963412,NA,NA,NA,414
Shark Island,20,max_observed_density,20,NA,NA,NA,low_endemic,3,moderate_coral_moderate_K,50,extreme_warm,32,0.0027303721331985464,NA,NA,NA,415
Shark Island,20,max_observed_density,20,NA,NA,NA,low_endemic,3,moderate_coral_moderate_K,50,warm,31,0.0037267965227149014,NA,NA,NA,416
Shark Island,20,max_observed_density,20,NA,NA,NA,low_endemic,3,recovery_reef_increasing_K,75,cool,27,0.004258352536147206,NA,NA,NA,417
Shark Island,20,max_observed_density,20,NA,NA,NA,low_endemic,3,recovery_reef_increasing_K,75,current_mean,29,0.004975062395963412,NA,NA,NA,418
Shark Island,20,max_observed_density,20,NA,NA,NA,low_endemic,3,recovery_reef_increasing_K,75,extreme_warm,32,0.0027303721331985464,NA,NA,NA,419
Shark Island,20,max_observed_density,20,NA,NA,NA,low_endemic,3,recovery_reef_increasing_K,75,warm,31,0.0037267965227149014,NA,NA,NA,420
Shark Island,20,mean_observed_density,7.5,NA,NA,NA,base_endemic,8,disturbed_reef_reduced_K,20,cool,27,0.004258352536147206,NA,NA,NA,421
Shark Island,20,mean_observed_density,7.5,NA,NA,NA,base_endemic,8,disturbed_reef_reduced_K,20,current_mean,29,0.004975062395963412,NA,NA,NA,422
Shark Island,20,mean_observed_density,7.5,NA,NA,NA,base_endemic,8,disturbed_reef_reduced_K,20,extreme_warm,32,0.0027303721331985464,NA,NA,NA,423
Shark Island,20,mean_observed_density,7.5,NA,NA,NA,base_endemic,8,disturbed_reef_reduced_K,20,warm,31,0.0037267965227149014,NA,NA,NA,424
Shark Island,20,mean_observed_density,7.5,NA,NA,NA,base_endemic,8,high_coral_high_K,100,cool,27,0.004258352536147206,NA,NA,NA,425
Shark Island,20,mean_observed_density,7.5,NA,NA,NA,base_endemic,8,high_coral_high_K,100,current_mean,29,0.004975062395963412,NA,NA,NA,426
Shark Island,20,mean_observed_density,7.5,NA,NA,NA,base_endemic,8,high_coral_high_K,100,extreme_warm,32,0.0027303721331985464,NA,NA,NA,427
Shark Island,20,mean_observed_density,7.5,NA,NA,NA,base_endemic,8,high_coral_high_K,100,warm,31,0.0037267965227149014,NA,NA,NA,428
Shark Island,20,mean_observed_density,7.5,NA,NA,NA,base_endemic,8,low_coral_low_K,25,cool,27,0.004258352536147206,NA,NA,NA,429
Shark Island,20,mean_observed_density,7.5,NA,NA,NA,base_endemic,8,low_coral_low_K,25,current_mean,29,0.004975062395963412,NA,NA,NA,430
Shark Island,20,mean_observed_density,7.5,NA,NA,NA,base_endemic,8,low_coral_low_K,25,extreme_warm,32,0.0027303721331985464,NA,NA,NA,431
Shark Island,20,mean_observed_density,7.5,NA,NA,NA,base_endemic,8,low_coral_low_K,25,warm,31,0.0037267965227149014,NA,NA,NA,432
Shark Island,20,mean_observed_density,7.5,NA,NA,NA,base_endemic,8,moderate_coral_moderate_K,50,cool,27,0.004258352536147206,NA,NA,NA,433
Shark Island,20,mean_observed_density,7.5,NA,NA,NA,base_endemic,8,moderate_coral_moderate_K,50,current_mean,29,0.004975062395963412,NA,NA,NA,434
Shark Island,20,mean_observed_density,7.5,NA,NA,NA,base_endemic,8,moderate_coral_moderate_K,50,extreme_warm,32,0.0027303721331985464,NA,NA,NA,435
Shark Island,20,mean_observed_density,7.5,NA,NA,NA,base_endemic,8,moderate_coral_moderate_K,50,warm,31,0.0037267965227149014,NA,NA,NA,436
Shark Island,20,mean_observed_density,7.5,NA,NA,NA,base_endemic,8,recovery_reef_increasing_K,75,cool,27,0.004258352536147206,NA,NA,NA,437
Shark Island,20,mean_observed_density,7.5,NA,NA,NA,base_endemic,8,recovery_reef_increasing_K,75,current_mean,29,0.004975062395963412,NA,NA,NA,438
Shark Island,20,mean_observed_density,7.5,NA,NA,NA,base_endemic,8,recovery_reef_increasing_K,75,extreme_warm,32,0.0027303721331985464,NA,NA,NA,439
Shark Island,20,mean_observed_density,7.5,NA,NA,NA,base_endemic,8,recovery_reef_increasing_K,75,warm,31,0.0037267965227149014,NA,NA,NA,440
Shark Island,20,mean_observed_density,7.5,NA,NA,NA,high_endemic,10,disturbed_reef_reduced_K,20,cool,27,0.004258352536147206,NA,NA,NA,441
Shark Island,20,mean_observed_density,7.5,NA,NA,NA,high_endemic,10,disturbed_reef_reduced_K,20,current_mean,29,0.004975062395963412,NA,NA,NA,442
Shark Island,20,mean_observed_density,7.5,NA,NA,NA,high_endemic,10,disturbed_reef_reduced_K,20,extreme_warm,32,0.0027303721331985464,NA,NA,NA,443
Shark Island,20,mean_observed_density,7.5,NA,NA,NA,high_endemic,10,disturbed_reef_reduced_K,20,warm,31,0.0037267965227149014,NA,NA,NA,444
Shark Island,20,mean_observed_density,7.5,NA,NA,NA,high_endemic,10,high_coral_high_K,100,cool,27,0.004258352536147206,NA,NA,NA,445
Shark Island,20,mean_observed_density,7.5,NA,NA,NA,high_endemic,10,high_coral_high_K,100,current_mean,29,0.004975062395963412,NA,NA,NA,446
Shark Island,20,mean_observed_density,7.5,NA,NA,NA,high_endemic,10,high_coral_high_K,100,extreme_warm,32,0.0027303721331985464,NA,NA,NA,447
Shark Island,20,mean_observed_density,7.5,NA,NA,NA,high_endemic,10,high_coral_high_K,100,warm,31,0.0037267965227149014,NA,NA,NA,448
Shark Island,20,mean_observed_density,7.5,NA,NA,NA,high_endemic,10,low_coral_low_K,25,cool,27,0.004258352536147206,NA,NA,NA,449
Shark Island,20,mean_observed_density,7.5,NA,NA,NA,high_endemic,10,low_coral_low_K,25,current_mean,29,0.004975062395963412,NA,NA,NA,450
Shark Island,20,mean_observed_density,7.5,NA,NA,NA,high_endemic,10,low_coral_low_K,25,extreme_warm,32,0.0027303721331985464,NA,NA,NA,451
Shark Island,20,mean_observed_density,7.5,NA,NA,NA,high_endemic,10,low_coral_low_K,25,warm,31,0.0037267965227149014,NA,NA,NA,452
Shark Island,20,mean_observed_density,7.5,NA,NA,NA,high_endemic,10,moderate_coral_moderate_K,50,cool,27,0.004258352536147206,NA,NA,NA,453
Shark Island,20,mean_observed_density,7.5,NA,NA,NA,high_endemic,10,moderate_coral_moderate_K,50,current_mean,29,0.004975062395963412,NA,NA,NA,454
Shark Island,20,mean_observed_density,7.5,NA,NA,NA,high_endemic,10,moderate_coral_moderate_K,50,extreme_warm,32,0.0027303721331985464,NA,NA,NA,455
Shark Island,20,mean_observed_density,7.5,NA,NA,NA,high_endemic,10,moderate_coral_moderate_K,50,warm,31,0.0037267965227149014,NA,NA,NA,456
Shark Island,20,mean_observed_density,7.5,NA,NA,NA,high_endemic,10,recovery_reef_increasing_K,75,cool,27,0.004258352536147206,NA,NA,NA,457
Shark Island,20,mean_observed_density,7.5,NA,NA,NA,high_endemic,10,recovery_reef_increasing_K,75,current_mean,29,0.004975062395963412,NA,NA,NA,458
Shark Island,20,mean_observed_density,7.5,NA,NA,NA,high_endemic,10,recovery_reef_increasing_K,75,extreme_warm,32,0.0027303721331985464,NA,NA,NA,459
Shark Island,20,mean_observed_density,7.5,NA,NA,NA,high_endemic,10,recovery_reef_increasing_K,75,warm,31,0.0037267965227149014,NA,NA,NA,460
Shark Island,20,mean_observed_density,7.5,NA,NA,NA,low_endemic,3,disturbed_reef_reduced_K,20,cool,27,0.004258352536147206,NA,NA,NA,461
Shark Island,20,mean_observed_density,7.5,NA,NA,NA,low_endemic,3,disturbed_reef_reduced_K,20,current_mean,29,0.004975062395963412,NA,NA,NA,462
Shark Island,20,mean_observed_density,7.5,NA,NA,NA,low_endemic,3,disturbed_reef_reduced_K,20,extreme_warm,32,0.0027303721331985464,NA,NA,NA,463
Shark Island,20,mean_observed_density,7.5,NA,NA,NA,low_endemic,3,disturbed_reef_reduced_K,20,warm,31,0.0037267965227149014,NA,NA,NA,464
Shark Island,20,mean_observed_density,7.5,NA,NA,NA,low_endemic,3,high_coral_high_K,100,cool,27,0.004258352536147206,NA,NA,NA,465
Shark Island,20,mean_observed_density,7.5,NA,NA,NA,low_endemic,3,high_coral_high_K,100,current_mean,29,0.004975062395963412,NA,NA,NA,466
Shark Island,20,mean_observed_density,7.5,NA,NA,NA,low_endemic,3,high_coral_high_K,100,extreme_warm,32,0.0027303721331985464,NA,NA,NA,467
Shark Island,20,mean_observed_density,7.5,NA,NA,NA,low_endemic,3,high_coral_high_K,100,warm,31,0.0037267965227149014,NA,NA,NA,468
Shark Island,20,mean_observed_density,7.5,NA,NA,NA,low_endemic,3,low_coral_low_K,25,cool,27,0.004258352536147206,NA,NA,NA,469
Shark Island,20,mean_observed_density,7.5,NA,NA,NA,low_endemic,3,low_coral_low_K,25,current_mean,29,0.004975062395963412,NA,NA,NA,470
Shark Island,20,mean_observed_density,7.5,NA,NA,NA,low_endemic,3,low_coral_low_K,25,extreme_warm,32,0.0027303721331985464,NA,NA,NA,471
Shark Island,20,mean_observed_density,7.5,NA,NA,NA,low_endemic,3,low_coral_low_K,25,warm,31,0.0037267965227149014,NA,NA,NA,472
Shark Island,20,mean_observed_density,7.5,NA,NA,NA,low_endemic,3,moderate_coral_moderate_K,50,cool,27,0.004258352536147206,NA,NA,NA,473
Shark Island,20,mean_observed_density,7.5,NA,NA,NA,low_endemic,3,moderate_coral_moderate_K,50,current_mean,29,0.004975062395963412,NA,NA,NA,474
Shark Island,20,mean_observed_density,7.5,NA,NA,NA,low_endemic,3,moderate_coral_moderate_K,50,extreme_warm,32,0.0027303721331985464,NA,NA,NA,475
Shark Island,20,mean_observed_density,7.5,NA,NA,NA,low_endemic,3,moderate_coral_moderate_K,50,warm,31,0.0037267965227149014,NA,NA,NA,476
Shark Island,20,mean_observed_density,7.5,NA,NA,NA,low_endemic,3,recovery_reef_increasing_K,75,cool,27,0.004258352536147206,NA,NA,NA,477
Shark Island,20,mean_observed_density,7.5,NA,NA,NA,low_endemic,3,recovery_reef_increasing_K,75,current_mean,29,0.004975062395963412,NA,NA,NA,478
Shark Island,20,mean_observed_density,7.5,NA,NA,NA,low_endemic,3,recovery_reef_increasing_K,75,extreme_warm,32,0.0027303721331985464,NA,NA,NA,479
Shark Island,20,mean_observed_density,7.5,NA,NA,NA,low_endemic,3,recovery_reef_increasing_K,75,warm,31,0.0037267965227149014,NA,NA,NA,480
Tanote Bay,8,max_observed_density,5,NA,NA,NA,base_endemic,8,disturbed_reef_reduced_K,20,cool,27,0.004258352536147206,NA,NA,NA,481
Tanote Bay,8,max_observed_density,5,NA,NA,NA,base_endemic,8,disturbed_reef_reduced_K,20,current_mean,29,0.004975062395963412,NA,NA,NA,482
Tanote Bay,8,max_observed_density,5,NA,NA,NA,base_endemic,8,disturbed_reef_reduced_K,20,extreme_warm,32,0.0027303721331985464,NA,NA,NA,483
Tanote Bay,8,max_observed_density,5,NA,NA,NA,base_endemic,8,disturbed_reef_reduced_K,20,warm,31,0.0037267965227149014,NA,NA,NA,484
Tanote Bay,8,max_observed_density,5,NA,NA,NA,base_endemic,8,high_coral_high_K,100,cool,27,0.004258352536147206,NA,NA,NA,485
Tanote Bay,8,max_observed_density,5,NA,NA,NA,base_endemic,8,high_coral_high_K,100,current_mean,29,0.004975062395963412,NA,NA,NA,486
Tanote Bay,8,max_observed_density,5,NA,NA,NA,base_endemic,8,high_coral_high_K,100,extreme_warm,32,0.0027303721331985464,NA,NA,NA,487
Tanote Bay,8,max_observed_density,5,NA,NA,NA,base_endemic,8,high_coral_high_K,100,warm,31,0.0037267965227149014,NA,NA,NA,488
Tanote Bay,8,max_observed_density,5,NA,NA,NA,base_endemic,8,low_coral_low_K,25,cool,27,0.004258352536147206,NA,NA,NA,489
Tanote Bay,8,max_observed_density,5,NA,NA,NA,base_endemic,8,low_coral_low_K,25,current_mean,29,0.004975062395963412,NA,NA,NA,490
